G,C,B,A,Ia,Ib,Ic,Va,Vb,Vc,Fault_Type
1,0,1,1,398.2051398,-888.2862107,-43.86063951,-0.024390726,0.074581632,-0.050190905,2
0,1,1,0,-20.90235401,-560.6846489,583.8603943,-0.449414648,-0.026781183,0.476195831,4
1,0,0,1,-115.81516,-54.10541809,49.22955263,0.382663244,-0.535851502,0.153188258,3
0,0,0,0,-21.78532832,95.71054246,-77.30686786,-0.620152168,0.330101858,0.29005031,5
1,0,1,1,-686.5867207,-113.3949104,-45.16991604,-0.038591223,0.376521828,-0.337930606,2
1,1,1,1,-86.22728748,804.4416997,-718.2166759,0.035394443,0.002443836,-0.037838279,1
1,0,1,1,380.903886,489.6544714,56.41406463,0.042357391,-0.339936847,0.297579456,2
0,0,0,0,-34.94479698,94.79781767,-62.86200129,-0.603501812,0.19759038,0.405911432,5
1,1,1,1,-865.8171905,585.2139148,280.601012,-0.011806681,0.041167283,-0.029360603,1
1,0,0,1,-533.3206908,5.982574249,-40.70784129,-0.264583291,0.578901892,-0.314318601,3
1,0,1,1,259.0410077,-865.7708689,-49.67509924,-0.029981478,0.136926619,-0.106945142,2
1,1,1,1,289.1912476,-867.8823803,578.6888692,-0.029049253,-0.012160505,0.041209757,1
1,0,0,1,417.6596134,-16.94332402,44.72906194,0.304596034,-0.599761737,0.295165703,3
1,0,0,1,-668.7147405,-136.7722785,-55.44993205,0.160161944,-0.000777153,-0.159384792,3
0,0,0,0,-30.66660674,99.27222064,-72.03092666,-0.615658121,0.254392316,0.361265806,5
1,0,0,1,606.5945094,1.793677322,37.28909323,0.232641262,-0.555773587,0.323132325,3
0,1,1,1,587.3857196,-864.9977435,279.6838238,-0.0150274,-0.02676746,0.04179486,0
1,0,0,1,74.80362298,51.89660967,-49.56656606,-0.381828775,0.548580271,-0.166751495,3
0,0,0,0,-3.960641185,87.81034646,-87.23721039,-0.594132786,0.463258687,0.130874098,5
1,0,0,1,131.4254953,-39.22374152,49.60040841,0.365099726,-0.593484456,0.22838473,3
0,1,1,1,-134.4076999,-688.1012042,824.5918837,-0.040103509,0.008221394,0.031882115,0
1,0,1,1,-303.4855013,-578.6588942,-56.98830851,-0.037038637,0.326157811,-0.289119173,2
0,0,0,0,20.49652443,-27.2518009,3.314473354,0.569275536,-0.130071294,-0.439204242,5
0,1,1,1,-765.7927985,63.12268977,704.8495403,-0.046899475,0.040023751,0.006875724,0
0,0,0,0,46.86766988,31.28934384,-81.07879572,-0.201851966,0.611311854,-0.409459888,5
1,1,1,1,-646.1619865,844.6644669,-198.5045536,0.011190432,0.029805752,-0.040996184,1
0,0,0,0,-2.679545355,82.74362002,-82.96877855,-0.592095398,0.460262491,0.131832907,5
1,0,1,1,613.0218589,47.94936092,33.55465358,0.164146817,-0.481822571,0.317675755,2
0,1,1,0,-60.51866278,691.4170923,-628.4581812,-0.091047175,-0.022898721,0.113945896,4
0,0,0,0,-10.21437999,-21.57734916,28.71549838,0.574483168,-0.403121852,-0.171361316,5
1,0,1,1,-856.3583049,587.0856433,-2.84120233,-0.012421904,0.245927206,-0.233505302,2
0,0,0,0,-42.75566237,2.738255203,37.04721267,0.410840878,-0.568630406,0.157789528,5
0,1,1,0,-38.80478725,785.0582606,-743.7402195,0.151879209,-0.003567116,-0.148312092,4
0,1,1,1,341.7408243,-875.8941,536.2292609,-0.027047593,-0.014698148,0.041745741,0
0,0,0,0,49.52336096,27.10961751,-79.91443158,-0.12974404,0.593371232,-0.463627193,5
0,0,0,0,-19.52982327,90.3344071,-73.70454607,-0.617932859,0.335260173,0.282672686,5
0,0,0,0,-71.99595167,65.64668664,3.122227655,-0.143462886,-0.427594369,0.571057255,5
0,1,1,0,-14.30579152,-616.2264417,632.9124504,-0.420855883,-0.023020076,0.443875959,4
0,1,1,0,-25.24013888,-530.038166,557.7381972,-0.463503455,-0.029148735,0.49265219,4
1,0,0,1,47.29493795,50.35881013,-49.73092683,-0.380808207,0.556391052,-0.175582845,3
0,1,1,1,286.0489362,-878.2482906,594.3577318,-0.028512348,-0.012293093,0.040805441,0
1,1,1,1,883.6306729,-488.9207725,-394.7058555,0.017532938,-0.042222996,0.024690059,1
1,0,1,1,-767.5708225,173.6775371,-20.78505594,-0.054179339,0.337675356,-0.283496017,2
1,1,1,1,72.46916002,-799.0814971,726.6100737,-0.035809262,-0.001690646,0.037499908,1
0,0,0,0,54.06237712,-0.873753904,-56.60906561,0.17051743,0.428452089,-0.598969519,5
1,0,0,1,-779.4440269,-24.61965273,-24.52369536,-0.121643881,0.447631351,-0.32598747,3
0,0,0,0,-49.63908171,99.3324859,-53.14694631,-0.553576792,0.051072998,0.502503793,5
0,0,0,0,33.627847,53.24617251,-90.02323759,-0.371380497,0.621896271,-0.250515774,5
1,0,0,1,850.5106907,62.8680201,-11.14207469,-0.154162234,-0.056247881,0.210410115,3
0,1,1,1,-862.2671171,596.2855124,268.0061671,-0.011158886,0.040987928,-0.029829042,0
0,1,1,1,617.8316994,-855.6913941,239.8527906,-0.013145044,-0.028282786,0.041427831,0
1,1,1,1,10.93061796,759.322752,-770.2550073,0.037742773,-0.002222076,-0.035520697,1
1,1,1,1,863.0090493,-596.0087233,-267.002589,0.011111766,-0.040914256,0.02980249,1
0,0,0,0,-70.3388903,52.26790418,14.7226352,0.007289438,-0.51433438,0.507044941,5
1,0,0,1,854.9435158,61.82491276,-9.598318516,-0.143183842,-0.075170265,0.218354107,3
0,1,1,1,-751.0340148,-25.74026732,778.7893334,-0.036456753,0.03694839,-0.000491636,0
1,0,1,1,-16.63391033,773.8795187,55.9375226,0.037129537,-0.229338784,0.192209247,2
0,1,1,1,-867.7559579,575.4955316,294.3639243,-0.012435192,0.041305081,-0.028869889,0
1,1,1,1,-586.6277717,865.28987,-278.664362,0.014980307,0.02684111,-0.041821417,1
1,0,0,1,707.2590228,13.93575071,31.02704783,0.176948249,-0.506002408,0.329054159,3
0,0,0,0,-31.30921291,-5.180203469,33.16063676,0.493686423,-0.519559754,0.025873331,5
1,0,1,1,-703.0902022,-85.62290411,-44.01587492,-0.038023069,0.376207006,-0.338183937,2
0,0,0,0,-70.99244037,64.51769087,3.598379739,-0.169718541,-0.410037051,0.579755592,5
0,1,1,0,-31.72611277,779.6790938,-745.4216593,0.210883228,0.001750571,-0.2126338,4
0,0,0,0,-68.24676871,45.09945568,19.92709129,0.06472115,-0.539501415,0.474780266,5
0,0,0,0,-30.97612338,-6.497558991,34.27043684,0.494216147,-0.52033877,0.026122622,5
0,0,0,0,-67.16706172,84.32105032,-20.38878849,-0.360100478,-0.237198158,0.597298636,5
0,0,0,0,34.82578245,-31.0470138,-6.725082068,0.51268704,0.017517593,-0.530204632,5
0,0,0,0,-71.35458016,62.27127417,6.095361014,-0.133141677,-0.435437202,0.568578879,5
0,1,1,1,-308.6976826,-561.5480619,872.252679,-0.042045551,0.016478133,0.025567418,0
1,0,1,1,-317.9485179,-546.91637,-57.2229728,-0.042107868,0.326174133,-0.284066265,2
0,0,0,0,-71.05558008,61.08873022,7.091585605,-0.132666163,-0.436136496,0.568802659,5
1,0,1,1,-206.2573265,851.0722999,51.43043063,0.031791497,-0.158670291,0.126878794,2
1,0,0,1,-729.3472362,-70.02064732,26.29886831,0.259415352,-0.142204039,-0.117211313,3
0,0,0,0,55.33607936,1.087132484,-59.46914216,0.107664963,0.472903431,-0.580568394,5
0,0,0,0,20.8404243,-28.61366803,4.461694353,0.569823164,-0.130876635,-0.438946529,5
0,1,1,1,-865.0959077,585.9621038,281.2375041,-0.011797566,0.041150839,-0.029353273,0
1,0,1,1,-244.7789847,-625.6206623,-57.53336872,-0.040972828,0.312975041,-0.272002213,2
0,0,0,0,-65.63487911,84.81124551,-22.2900738,-0.382621697,-0.211822338,0.594444035,5
0,1,1,0,-52.5412047,-171.9469139,226.8218978,-0.506397407,-0.040389491,0.546786898,4
0,1,1,0,-46.99190496,-268.2853417,317.7117473,-0.50834111,-0.038678938,0.547020048,4
0,0,0,0,49.0929093,-14.97128737,-37.5485742,0.339738891,0.269913473,-0.609652364,5
1,0,1,1,-574.1242184,239.2878357,-5.059180434,0.069065986,0.168907583,-0.237973569,2
1,1,1,1,-516.7908423,-362.4750092,879.2636042,-0.041953672,0.026208938,0.015744733,1
1,1,1,1,-736.7518708,-54.2147379,790.9643452,-0.037124354,0.036293135,0.000831219,1
0,1,1,0,34.34616632,263.2591965,-294.8886174,0.501342573,0.038780819,-0.540123392,4
0,0,0,0,39.232166,47.2438293,-89.87979408,-0.300012116,0.626726767,-0.32671465,5
1,0,1,1,-764.9699141,255.8464063,-11.1341651,-0.072809849,0.322830841,-0.250020992,2
0,1,1,0,53.26221347,-274.914308,224.4409064,0.433034238,0.038528739,-0.471562977,4
1,0,0,1,867.7092736,59.52979723,-6.510887446,-0.120528761,-0.112773814,0.233302575,3
0,0,0,0,-32.53367955,99.58941804,-70.48448875,-0.612898732,0.23669915,0.376199581,5
1,1,1,1,-733.4416274,150.2583502,583.590019,0.006976029,0.02841928,-0.035395309,1
0,1,1,1,-389.3875577,215.2011475,176.3763532,0.152442081,-0.02585689,-0.126585191,0
1,0,0,1,820.9930642,66.05310407,-16.41971645,-0.191651663,0.010294472,0.181357191,3
1,0,0,1,-867.9313049,-58.92875569,5.724478748,0.114898726,0.122111034,-0.23700976,3
1,0,1,1,-315.6881412,-568.1422443,-56.82174359,-0.037306958,0.32910431,-0.291797352,2
0,0,0,0,4.960889465,-29.16466365,21.24781783,0.593393735,-0.290750725,-0.30264301,5
0,0,0,0,-11.21069569,-21.04185164,29.1760209,0.572079044,-0.409894068,-0.162184975,5
1,1,1,1,-530.4146423,-359.8154472,890.3777488,-0.038275713,0.025598201,0.012677512,1
1,0,0,1,802.4871966,67.19059136,-18.60972084,-0.207159947,0.038821544,0.168338403,3
1,0,1,1,700.0470415,48.72938235,39.79681487,0.077062559,-0.408455731,0.331393172,2
1,0,1,1,781.8017209,-69.16130986,36.91887912,0.034311622,-0.367905072,0.33359345,2
0,1,1,1,883.44648,-499.7410233,-381.5625801,0.01693225,-0.042170387,0.025238138,0
0,0,0,0,-38.2551075,97.49393556,-62.4873353,-0.597520281,0.171608203,0.425912078,5
0,0,0,0,-6.54628851,-22.32047104,25.67120089,0.582136238,-0.374260455,-0.207875783,5
1,0,0,1,829.4831556,33.72609136,18.15108397,0.069342584,-0.385626524,0.31628394,3
0,1,1,0,-1.165880847,-699.5281953,703.0063346,-0.354371474,-0.015333799,0.369705273,4
1,0,0,1,-671.3334533,-70.73891625,30.79756016,0.288731565,-0.205977984,-0.082753581,3
0,1,1,1,-578.4560627,208.9233719,371.7186105,0.126715786,-0.006604007,-0.120111779,0
0,0,0,0,-71.33121585,61.39433116,6.949226842,-0.123798458,-0.441686049,0.565484507,5
1,1,1,1,798.9245724,-72.15686272,-726.7668947,0.033891786,-0.038987526,0.00509574,1
0,1,1,1,-88.33626705,-732.3526612,822.8531214,-0.036734175,0.00518228,0.031551895,0
0,0,0,0,46.63872565,-21.44760857,-28.36677607,0.392606472,0.206217289,-0.598823761,5
0,0,0,0,24.1704886,65.8877828,-93.45554668,-0.451131588,0.603167749,-0.152036162,5
1,0,1,1,-717.1317563,300.1475288,-5.2097082,-0.057152559,0.276188265,-0.219035706,2
1,0,1,1,292.5664282,568.2670344,57.44405759,0.041955873,-0.320108195,0.278152321,2
0,0,0,0,49.4830797,-14.37513606,-38.53457099,0.331974851,0.278559893,-0.610534745,5
1,0,1,1,-694.926527,-99.51687737,-44.59833153,-0.038312137,0.376411031,-0.338098894,2
0,0,0,0,44.43338427,40.63051363,-87.92121708,-0.231325795,0.620315808,-0.388990014,5
1,0,0,1,-267.3531543,26.9850577,-48.15117349,-0.336463535,0.605853581,-0.269390046,3
1,1,1,1,-505.4735321,-375.0842132,880.5554818,-0.042043163,0.025682807,0.016360355,1
1,0,0,1,-767.9065583,-49.71114859,-17.31540699,-0.01693867,0.307767487,-0.290828817,3
0,1,1,0,54.86229263,-331.2058129,279.1223269,0.406614657,0.03853617,-0.445150828,4
0,0,0,0,-50.51617589,96.24903969,-48.97669157,-0.543506468,0.030435593,0.513070875,5
0,1,1,0,56.19991801,-488.5100811,434.8485845,0.267754612,0.034817246,-0.302571858,4
1,0,1,1,-633.0613343,-195.9635413,-48.3607475,-0.040063123,0.375236071,-0.335172948,2
0,0,0,0,-47.28904881,99.76885201,-55.93056544,-0.566041422,0.079555877,0.486485545,5
1,0,1,1,-245.9033725,862.370456,50.13259354,0.030438128,-0.142408584,0.111970456,2
1,0,1,1,-398.1665542,888.2288511,43.86065639,0.024380997,-0.074570899,0.050189902,2
1,1,1,1,259.4658079,-873.5638399,614.1320354,-0.029154723,-0.011089958,0.040244681,1
0,1,1,1,-678.4647489,-145.0113304,825.6517426,-0.038766666,0.033094032,0.005672634,0
1,1,1,1,-847.5790879,207.4814701,640.095397,-0.029473805,0.041131785,-0.011657981,1
1,0,0,1,-415.9580334,-66.7477062,43.10275602,0.360953872,-0.401282462,0.04032859,3
0,1,1,1,375.200867,-890.840471,517.7965299,-0.024985083,-0.016629824,0.041614907,0
0,0,0,0,-38.87115551,-23.9109203,24.33038062,0.386885524,-0.535197303,0.14831178,5
0,0,0,0,54.82582656,-5.950210181,-50.06573747,0.240254188,0.369848867,-0.610103055,5
0,1,1,1,760.3285797,11.95908962,-770.1528091,0.03613644,-0.037262408,0.001125968,0
1,1,1,1,-693.2553955,-112.061032,805.5442538,-0.034191762,0.033419914,0.000771849,1
0,0,0,0,-71.60286103,61.73860535,6.759810797,-0.11492185,-0.447094794,0.562016645,5
0,0,0,0,2.941848898,80.33938031,-86.30150859,-0.573458696,0.497997881,0.075460815,5
1,1,1,1,728.2981922,-805.6343132,77.34768003,-0.004974676,-0.033960562,0.038935238,1
1,0,0,1,542.7184738,69.80791016,-38.12685529,-0.333678823,0.317253042,0.016425781,3
1,1,1,1,-716.6295375,805.6799957,-89.05272183,0.005978912,0.033350926,-0.039329838,1
0,1,1,0,-52.27615076,755.7050651,-700.85871,0.019438737,-0.01459419,-0.004844547,4
0,1,1,0,-8.362758942,-658.0358038,668.7905331,-0.392235999,-0.01957298,0.411808979,4
1,0,0,1,-688.8096433,-70.62150269,29.54707448,0.280694877,-0.18797752,-0.092717357,3
0,1,1,1,-636.8109899,-209.1215789,848.107187,-0.031120262,0.029608139,0.001512123,0
0,0,0,0,-42.05243554,98.84062776,-60.16270639,-0.586715745,0.135252968,0.451462777,5
1,0,0,1,-359.9293378,-87.31947781,-0.452215736,0.347420278,-0.048314452,-0.299105825,3
0,0,0,0,-5.882132795,-21.47430221,24.03596257,0.583282047,-0.366207573,-0.217074474,5
0,0,0,0,-46.64686098,8.857954024,34.58011544,0.381781756,-0.575405599,0.193623843,5
0,0,0,0,47.75063733,-23.40811973,-27.28289083,0.386484692,0.213789416,-0.600274108,5
1,0,1,1,-106.2312702,-704.3203525,-57.4205321,-0.039638897,0.269139392,-0.229500495,2
1,0,1,1,820.7706433,-684.5291743,-6.222031155,0.005924679,-0.198283302,0.192358623,2
0,0,0,0,13.51147175,72.64631029,-89.18125593,-0.525637742,0.554625206,-0.028987464,5
0,1,1,1,661.4331798,178.2273721,-837.6085668,0.039586933,-0.032770984,-0.006815949,0
0,1,1,1,-275.1822496,865.3299245,-588.0303858,0.02949171,0.011588711,-0.041080421,0
1,0,0,1,758.5968222,69.2300911,-23.58157508,-0.241225735,0.104940314,0.136285421,3
0,0,0,0,25.68167987,62.37300702,-91.20087994,-0.443421955,0.604181224,-0.160759269,5
0,0,0,0,-41.38147645,2.186932811,36.10854133,0.423758392,-0.562912543,0.139154151,5
0,1,1,0,53.46766395,-147.8859194,97.01512858,0.43557122,0.04206824,-0.47763946,4
1,0,0,1,330.6799495,-24.3810742,46.89582381,0.32820192,-0.605592648,0.277390728,3
0,0,0,0,-59.01936275,26.51604169,29.16332595,0.246050488,-0.583249384,0.337198896,5
0,0,0,0,-71.01377072,55.13619598,12.52825836,-0.021263151,-0.500346063,0.521609214,5
0,0,0,0,6.572636448,-24.89285947,14.87468727,0.59098751,-0.262815569,-0.328171941,5
1,0,1,1,-660.5592825,-154.8475194,-46.81724919,-0.039371094,0.376296828,-0.336925734,2
0,0,0,0,-40.86157639,97.52584337,-59.91183778,-0.589227838,0.143797541,0.445430297,5
0,1,1,0,-68.00351556,228.0153826,-157.6622395,-0.417131284,-0.041375201,0.458506485,4
1,1,1,1,-881.0485015,497.6312938,383.4150162,-0.016811342,0.042112794,-0.025301452,1
1,1,1,1,521.9108064,-878.6448149,356.7317473,-0.018695432,-0.023546755,0.042242187,1
1,1,1,1,-768.7427204,241.0532113,528.2258981,-0.057134472,0.044812733,0.012321739,1
0,1,1,1,857.3147352,-615.448443,-239.8020443,0.009830016,-0.040570274,0.030740258,0
0,1,1,1,-690.8093327,822.5996973,-129.760152,0.007954574,0.032066418,-0.040020992,0
1,0,1,1,-660.5551387,-154.8551837,-46.81736775,-0.039370622,0.376296511,-0.336925889,2
1,1,1,1,-861.5819618,261.0099568,600.5697414,-0.027505031,0.041696925,-0.014191895,1
1,0,1,1,119.998411,695.3558609,57.51271932,0.039876396,-0.273243262,0.233366866,2
0,0,0,0,-59.96699032,28.88112339,27.61935698,0.236869175,-0.581601649,0.344732474,5
0,0,0,0,-5.549874068,-22.78837206,25.14299456,0.58381045,-0.366984646,-0.216825804,5
0,0,0,0,-27.52580775,-11.26343897,35.82390086,0.5102325,-0.50828998,-0.00194252,5
0,0,0,0,-19.82941525,95.06041683,-78.61330502,-0.619632234,0.346322828,0.273309407,5
0,1,1,1,-860.870929,261.7690007,601.200177,-0.027496764,0.041681158,-0.014184394,0
0,1,1,1,316.8650026,-344.5391785,29.81497774,0.037393677,-0.53599723,0.498603553,0
1,1,1,1,-822.6204724,690.2420699,132.3762497,-0.004634235,0.038809639,-0.034175404,1
1,1,1,1,-402.6575056,216.5073769,186.9881233,0.157816571,-0.015097012,-0.142719559,1
1,1,1,1,869.4467897,-529.9748608,-42.61643375,0.015528645,-0.228537904,0.213009258,1
1,0,1,1,614.4034537,222.360301,49.32614553,0.040511418,-0.374084991,0.333573572,2
1,0,0,1,-871.6505574,-57.66810044,4.163199164,0.103373256,0.140692588,-0.244065844,3
0,0,0,0,-66.6118838,39.44657178,24.29639615,0.085037637,-0.548711384,0.463673747,5
1,0,1,1,-480.7468465,888.7000209,39.46685634,0.020439491,-0.033623695,0.013184204,2
0,0,0,0,-65.7449519,37.65164962,25.11281391,0.112632252,-0.557513378,0.444881126,5
1,0,1,1,-771.3537964,757.7686437,14.25428489,3.38e-05,0.15121357,-0.151247386,2
0,1,1,1,687.4915875,-832.4633403,147.1226758,-0.008289572,-0.031875376,0.040164948,0
0,0,0,0,49.45045812,26.79830235,-79.40616069,-0.138547889,0.595625088,-0.4570772,5
0,1,1,0,11.51444752,-753.413605,744.2425653,-0.273437592,-0.007009728,0.28044732,4
1,0,0,1,430.0594452,-15.85943257,44.37724236,0.30093186,-0.598334625,0.297402765,3
0,1,1,1,-717.1246947,-56.49276894,775.794801,-0.029405213,0.032951279,-0.003546066,0
0,1,1,0,-0.621307201,639.6033785,-636.3908234,0.404666405,0.021923413,-0.426589818,4
1,1,1,1,708.4880524,-811.7421555,103.2518398,-0.006691171,-0.032847155,0.039538326,1
1,0,1,1,557.6649502,-878.6819565,-34.59832315,-0.016249024,-0.007726677,0.023975701,2
0,0,0,0,-61.13835127,30.86998017,26.80142921,0.219427242,-0.579484487,0.360057244,5
1,1,1,1,-401.0643034,-497.3901853,898.5671405,-0.036404279,0.01921237,0.017191909,1
0,1,1,0,-28.28176288,772.4522599,-741.5337125,0.239041402,0.004395292,-0.243436695,4
0,1,1,1,128.2888755,-820.4720501,694.1839467,-0.034308377,-0.004359469,0.038667846,0
0,0,0,0,28.64491018,60.09107003,-92.00672868,-0.41630288,0.613792693,-0.197489812,5
0,1,1,1,-71.72211973,799.3638167,-725.6013136,0.035762127,0.001764328,-0.037526455,0
0,0,0,0,29.41077449,-32.12869725,-0.230373405,0.542678436,-0.048955196,-0.49372324,5
0,0,0,0,53.83764284,12.92270757,-69.8024777,-0.015239988,0.544822184,-0.529582196,5
0,1,1,1,-460.8711056,-438.0596167,901.1011642,-0.042881497,0.023419832,0.019461665,0
1,0,0,1,-197.3146484,-58.16258958,48.22449466,0.381757133,-0.50685583,0.125098697,3
0,0,0,0,51.21533092,-11.21107281,-43.42925983,0.291911503,0.320797667,-0.612709171,5
1,0,1,1,-729.7819615,798.2598988,19.46018765,0.00402279,0.118087683,-0.122110473,2
0,1,1,1,182.935864,-839.363824,658.4279632,-0.03267948,-0.006995972,0.039675452,0
1,0,1,1,841.1767727,-637.8021269,-1.695634174,0.009196792,-0.222786681,0.213589888,2
1,0,1,1,-531.629578,-329.3448416,-52.71243068,-0.041721945,0.36571144,-0.323989495,2
0,0,0,0,-71.60238678,66.93002196,1.566129344,-0.170688566,-0.408610526,0.579299092,5
0,0,0,0,-34.3775589,99.84467319,-68.89910615,-0.609549128,0.218793903,0.390755225,5
0,0,0,0,43.55418216,38.69832722,-85.40627046,-0.247401173,0.620623086,-0.373221913,5
0,0,0,0,-23.97583938,97.67934099,-77.11519435,-0.620634095,0.314398301,0.306235794,5
0,1,1,0,33.38819223,-767.7162396,736.7394709,-0.089566477,0.009508997,0.080057481,4
0,0,0,0,51.93241535,19.42903642,-74.28660522,-0.090668369,0.577659571,-0.486991203,5
1,1,1,1,-849.3297913,635.3324097,213.9951179,-0.008578354,0.040244893,-0.03166654,1
1,0,1,1,741.3341444,15.79596598,40.94288394,0.03643198,-0.373787754,0.337355774,2
1,0,0,1,417.9758446,-16.94113488,44.73124585,0.304609635,-0.599761752,0.295152117,3
1,1,1,1,716.9376761,54.49826983,22.73862611,0.054154944,-0.380265788,0.326110844,1
0,1,1,0,-66.32834675,156.6327521,-87.96078592,-0.442571282,-0.042037077,0.484608359,4
0,1,1,0,31.573798,-770.8152266,741.7422827,-0.105288637,0.008207634,0.097081003,4
0,0,0,0,43.16462084,-25.85836481,-20.36421175,0.440005695,0.141098672,-0.581104367,5
0,1,1,1,643.1703705,204.6564404,-845.694821,0.040086155,-0.031950522,-0.008135633,0
1,0,0,1,493.3673255,68.59905295,-40.61076746,-0.347071781,0.356777434,-0.009705653,3
1,1,1,1,883.8068338,-404.6803978,-479.1233076,0.021632475,-0.042413371,0.020780897,1
0,0,0,0,-66.63623671,41.85453942,21.31260592,0.119839524,-0.557322676,0.437483152,5
1,0,1,1,-604.165501,-236.630256,-49.79665075,-0.040667091,0.373342798,-0.332675707,2
0,0,0,0,-69.30877245,73.94085306,-7.511769409,-0.276572462,-0.322051188,0.59862365,5
1,0,0,1,-643.6636173,-224.1594274,-132.2828154,0.20953688,-0.095553751,-0.113983129,3
0,1,1,0,-11.80373898,708.2741902,-693.8003549,0.347315298,0.015358858,-0.362674157,4
1,0,1,1,-564.6058648,-299.924281,-49.04619494,-0.031017374,0.368786833,-0.337769459,2
1,0,0,1,869.8887543,58.30574687,-4.944550724,-0.10914396,-0.131417934,0.240561895,3
1,1,1,1,328.9788769,1.536051949,11.54003664,0.318602045,-0.582287678,0.263685632,1
0,1,1,0,-66.08212052,601.9538278,-533.4603238,-0.190096408,-0.029646133,0.219742541,4
1,0,1,1,-750.3992132,252.9058484,-10.49681381,-0.057660659,0.31270338,-0.255042721,2
0,0,0,0,14.1573445,-26.5835838,8.983218029,0.583538415,-0.19352206,-0.390016354,5
1,0,1,1,125.7189071,-822.8936629,-53.68089405,-0.034293329,0.190112216,-0.155818886,2
1,0,1,1,439.3876041,-4.907384028,34.92027608,0.285946823,-0.579463423,0.2935166,2
1,0,0,1,802.4869158,67.19057436,-18.60973274,-0.207159966,0.038821536,0.168338431,3
0,1,1,0,54.12707833,-183.6260832,132.1874178,0.423192025,0.041782871,-0.464974896,4
0,0,0,0,-54.84586836,91.96335513,-40.11924678,-0.507023612,-0.037609035,0.544632648,5
0,1,1,1,844.3169421,-193.6913141,-648.5683116,0.029902086,-0.04089224,0.010990154,0
1,0,1,1,446.0791165,-889.9272174,-41.41207603,-0.022168093,0.051259726,-0.029091633,2
0,0,0,0,23.9852191,64.11862891,-91.24943641,-0.456611718,0.598890425,-0.142278707,5
0,0,0,0,-43.28628599,93.6385817,-53.24502097,-0.574695019,0.104106066,0.470588953,5
0,0,0,0,40.06780257,-24.78287133,-18.58853386,0.463348156,0.105116924,-0.56846508,5
0,0,0,0,55.23631458,-3.679428841,-52.90266425,0.214180988,0.392833978,-0.607014966,5
0,0,0,0,-59.8255575,89.0521543,-32.22604989,-0.459203751,-0.112793383,0.571997134,5
0,0,0,0,-18.50885102,93.37461778,-78.12083659,-0.618609894,0.353522293,0.265087601,5
0,0,0,0,16.5706316,72.07015254,-91.907135,-0.505391791,0.572834684,-0.067442893,5
0,0,0,0,-71.49542745,72.30351798,-4.037609879,-0.216627031,-0.37286768,0.589494711,5
0,0,0,0,-59.94317531,95.09661649,-38.61731685,-0.473954908,-0.091051176,0.565006084,5
0,0,0,0,47.25962012,-23.01412671,-23.31477261,0.450593829,0.125505545,-0.576099374,5
1,0,1,1,341.1334643,-25.5614886,40.46798592,0.324993462,-0.602440045,0.277446583,2
0,0,0,0,-37.68832116,0.475724802,33.88157664,0.454326239,-0.54639313,0.092066891,5
1,0,0,1,304.7019846,-26.45870229,47.40905584,0.334214717,-0.605916069,0.271701352,3
0,1,1,1,-221.9247418,852.2675681,-628.2247232,0.031342495,0.009006811,-0.040349306,0
0,0,0,0,-44.40645412,94.74536816,-53.34471543,-0.571564292,0.095376535,0.476187757,5
1,0,0,1,857.9655926,61.27569513,-8.827507386,-0.137590776,-0.084604806,0.222195582,3
0,0,0,0,-30.98826836,93.15718314,-65.06553462,-0.610308003,0.232889592,0.377418411,5
0,1,1,0,-68.22995812,239.7364139,-169.1557015,-0.412527782,-0.041228963,0.453756746,4
0,1,1,0,-43.22873486,782.1711311,-736.3438542,0.113566248,-0.006880823,-0.106685424,4
1,0,1,1,832.7414874,-207.4279146,29.51086297,0.03000659,-0.350815129,0.320808539,2
1,0,1,1,-762.0360067,26.07753407,-38.97669509,-0.035384056,0.371245424,-0.335861368,2
0,0,0,0,43.09701985,-22.88557388,-23.51346153,0.432597838,0.151920218,-0.584518057,5
1,1,1,1,765.9866276,-1.740566415,-764.2483248,0.035713371,-0.03750853,0.001795159,1
1,0,0,1,-790.90459,-67.85684314,20.0561763,0.217173328,-0.057795464,-0.159377864,3
0,0,0,0,53.68585816,-8.95556723,-47.89985195,0.233775914,0.375200025,-0.608975939,5
0,0,0,0,55.30766205,-1.478846894,-56.87562377,0.135499668,0.4535019,-0.589001567,5
0,1,1,0,-26.63024709,-507.4728977,536.3674571,-0.469732225,-0.029749041,0.499481266,4
0,0,0,0,34.98211205,-25.46136145,-12.9557923,0.500869148,0.039585257,-0.540454405,5
1,1,1,1,-435.0277899,-448.7233563,883.7488965,-0.042359601,0.022396091,0.01996351,1
0,1,1,0,-35.32245113,783.9069009,-746.0620633,0.181746767,-0.000910099,-0.180836668,4
0,0,0,0,-65.02963273,35.47708841,26.68473109,0.122404174,-0.561094199,0.438690025,5
0,1,1,0,-44.0368738,781.0120712,-734.3789953,0.105835515,-0.007536736,-0.09829878,4
0,1,1,0,55.07550665,-338.4091779,286.1097655,0.400334162,0.041535849,-0.441870011,4
0,1,1,0,56.43128471,-455.3003711,401.6238694,0.341288322,0.02925126,-0.370539582,4
0,0,0,0,-48.82629456,92.73242387,-46.79690924,-0.546569219,0.037759322,0.508809897,5
1,0,0,1,796.7992054,67.53230201,-19.33519066,-0.21218965,0.04831451,0.16387514,3
0,0,0,0,-72.59847035,65.71997953,3.406471641,-0.116523261,-0.444739898,0.561263159,5
