Tipster,Track,Horse,Bet Type,Odds,TipsterActive,Result
1,72,14810,1,15.0,True,0
15,72,9676,1,3.0,True,1
1,74,11502,1,10.0,True,0
5,4,6122,0,13.0,False,0
29,4,5877,1,6.5,False,1
24,35,12954,1,9.0,True,1
0,60,4185,1,2.38,True,1
0,41,5000,0,11.0,True,1
13,14,3117,1,6.5,True,1
22,0,12019,0,34.0,True,1
8,43,6826,1,2.75,True,1
22,95,6792,1,2.2,True,1
22,35,10761,1,9.0,True,0
21,17,11090,1,17.0,False,0
29,48,1937,1,5.0,False,0
7,54,4353,0,12.0,True,1
30,23,3192,1,3.75,False,1
8,54,12307,1,3.25,True,0
1,11,14367,1,2.0,True,1
22,80,13483,1,5.0,True,1
8,72,12505,1,3.5,True,0
14,19,1164,1,5.0,True,1
28,92,3092,1,13.0,True,0
8,51,9897,1,3.25,True,0
12,110,6376,1,17.0,False,1
29,111,1133,1,8.0,False,0
3,5,1171,1,5.0,False,0
30,62,3809,1,5.5,False,1
22,72,542,1,10.0,True,0
23,42,4865,1,10.0,True,1
28,69,5042,1,4.0,True,0
28,79,14271,1,11.0,True,1
22,89,1751,1,3.25,True,0
8,111,12271,1,2.62,True,1
28,19,9043,1,13.0,True,0
12,54,12807,1,9.0,False,0
22,36,5998,1,13.0,True,0
0,81,452,1,2.5,True,0
28,18,5882,1,13.0,True,0
22,54,14433,1,5.5,True,0
21,95,4138,0,17.0,False,1
28,35,1770,1,6.5,True,1
19,94,12069,1,9.0,True,0
28,54,11116,1,5.5,True,0
29,89,343,1,7.0,False,0
17,17,15079,0,13.0,True,1
12,106,14047,1,67.0,False,0
1,33,6009,1,12.0,True,1
9,26,12337,1,8.0,False,0
4,72,8054,0,9.0,False,1
28,59,6519,1,13.0,True,0
8,54,4657,1,8.0,True,0
8,24,217,1,3.5,True,1
14,86,1578,0,6.5,True,0
1,62,15001,1,9.0,True,0
16,62,12885,1,9.0,False,1
22,54,7591,1,4.5,True,1
4,54,12935,1,11.0,False,1
9,51,6421,1,4.5,False,1
28,54,4916,1,5.5,True,1
0,74,1393,1,4.33,True,0
22,10,13080,0,26.0,True,0
2,83,1292,0,13.0,True,1
7,114,1929,0,12.0,True,1
2,110,945,1,3.5,True,1
1,92,13869,1,5.5,True,0
1,62,13559,1,5.0,True,0
24,26,15033,1,5.0,True,1
30,80,13325,1,4.0,False,1
9,49,649,0,15.0,False,1
3,19,2471,1,4.5,False,1
8,79,8161,1,3.0,True,1
22,74,12508,1,2.75,True,1
3,48,7041,1,4.5,False,0
6,111,10498,0,11.0,True,1
4,11,7646,0,10.0,False,1
28,70,5250,1,8.0,True,0
3,11,9697,1,1.62,False,0
8,114,12634,1,3.75,True,0
7,2,5574,0,51.0,True,1
22,51,5083,1,3.0,True,1
28,19,10618,1,7.0,True,0
28,65,8820,1,8.0,True,0
1,17,14972,1,11.0,True,1
19,26,11398,1,17.0,True,0
8,86,9467,1,4.0,True,1
8,92,10663,1,3.0,True,1
8,111,2458,1,3.75,True,1
9,74,15339,1,5.0,False,0
22,2,3359,1,2.63,True,1
3,14,3185,1,8.0,False,0
16,96,12187,1,4.5,False,0
2,0,4626,1,2.88,True,1
29,112,9678,1,7.0,False,0
1,74,13790,1,46.0,True,0
8,42,10991,1,6.5,True,0
27,54,11485,1,7.0,False,1
22,48,6912,1,5.5,True,1
14,111,6655,1,8.0,True,0
1,110,9967,1,34.0,True,0
7,54,14525,1,11.0,True,1
18,0,1767,0,10.0,False,0
14,4,3535,1,7.0,True,0
29,18,872,1,6.5,False,1
3,19,12350,1,12.0,False,0
8,75,14098,1,4.33,True,0
3,82,7952,1,2.88,False,1
22,11,9987,1,2.25,True,1
0,17,2096,0,17.0,True,1
22,114,9694,1,3.25,True,1
16,59,5246,1,21.0,False,0
7,2,2878,1,7.0,True,1
29,54,2641,0,9.0,False,1
3,109,10208,1,3.0,False,1
4,111,9945,0,29.0,False,1
28,24,14846,1,5.5,True,1
28,95,12242,1,7.0,True,1
0,54,4493,1,1.91,True,1
1,54,3759,1,4.5,True,0
4,109,11172,0,6.5,False,1
29,47,127,1,4.5,False,1
18,2,14193,1,3.0,False,1
28,82,545,1,10.0,True,0
3,47,5182,1,2.25,False,1
4,106,14010,0,9.0,False,1
1,0,14650,1,9.0,True,0
3,16,13644,1,2.1,False,1
28,86,1467,1,13.0,True,0
8,74,915,1,6.5,True,1
28,114,9079,1,13.0,True,0
4,18,6901,1,4.0,False,0
27,62,3725,1,11.0,False,1
24,74,9629,1,5.0,True,1
28,71,13411,1,15.0,True,1
3,111,13039,1,2.62,False,1
14,112,7211,1,4.33,True,0
8,54,13651,1,4.33,True,1
14,4,15590,1,15.0,True,1
22,59,10907,1,2.25,True,1
3,17,3498,1,11.0,False,0
8,69,2186,1,6.0,True,0
11,2,4129,1,11.0,True,1
27,97,284,1,3.25,False,1
22,93,10401,1,3.5,True,1
4,114,2394,0,19.0,False,0
7,3,1435,0,17.0,True,0
24,2,2201,1,13.0,True,0
18,48,6308,1,5.5,False,1
19,16,5087,1,13.0,True,0
0,24,6569,0,6.5,True,1
14,52,6521,1,9.0,True,0
21,92,7684,1,4.5,False,1
4,12,10036,1,6.0,False,0
3,80,3206,1,11.0,False,0
29,47,5930,1,7.5,False,1
8,26,11300,1,4.5,True,0
28,73,11761,1,15.0,True,0
28,92,11290,1,8.0,True,0
29,74,15777,1,5.5,False,1
9,62,2844,1,6.5,False,0
22,2,12704,0,8.5,True,1
28,104,5354,1,9.0,True,1
17,94,14677,0,9.0,True,0
8,54,1880,1,6.0,True,0
14,19,7329,1,11.0,True,1
28,43,5017,1,6.0,True,0
27,54,14763,0,34.0,False,1
24,74,14721,1,13.0,True,0
1,13,2545,1,4.5,True,1
28,10,15139,1,10.0,True,1
4,74,8690,0,34.0,False,0
28,26,11444,0,34.0,True,1
0,17,4778,0,41.0,True,1
28,74,3703,1,13.0,True,1
0,17,13345,0,11.0,True,0
28,49,3160,1,13.0,True,1
19,18,9816,1,10.0,True,1
30,83,15506,0,4.0,False,1
1,83,13389,1,3.75,True,1
3,95,14140,1,7.0,False,0
9,77,11040,0,8.5,False,1
21,2,4207,1,6.0,False,1
1,69,8305,1,5.0,True,0
20,114,1736,1,6.4,True,0
26,111,8975,1,6.0,True,1
3,53,8080,1,4.5,False,1
7,111,15141,1,11.0,True,1
21,69,12347,1,5.5,False,1
6,114,8358,1,17.0,True,0
26,54,10332,1,9.0,True,1
3,62,5414,1,3.0,False,1
19,16,3419,1,15.0,True,1
8,54,2091,1,3.0,True,1
8,54,12088,1,4.0,True,1
7,16,10162,0,11.0,True,1
8,26,1662,1,9.0,True,0
7,42,10310,0,21.0,True,1
28,4,7222,1,17.0,True,0
0,41,2362,0,5.0,True,1
14,26,89,1,11.0,True,0
8,41,5300,1,3.0,True,1
28,60,2797,1,15.0,True,0
2,62,5959,1,5.5,True,1
5,0,14999,1,13.0,False,0
22,74,7055,0,11.0,True,0
1,72,410,1,3.5,True,0
22,17,4723,1,2.25,True,1
8,48,8341,1,4.5,True,1
28,41,13328,1,10.0,True,0
28,66,1067,1,6.5,True,0
16,72,499,0,9.5,False,1
7,92,5379,0,34.0,True,1
23,42,1841,0,13.0,True,1
14,72,4998,0,17.0,True,0
8,86,246,1,3.0,True,1
24,74,6149,1,13.0,True,1
19,2,7391,1,34.0,True,0
7,74,6149,1,9.0,True,0
21,92,3678,1,9.0,False,1
0,71,2650,1,2.75,True,1
29,33,15689,1,5.0,False,0
28,4,14118,1,6.5,True,0
30,48,14996,1,2.38,False,1
28,37,6348,1,6.0,True,1
16,2,2975,1,9.0,False,1
7,111,8194,0,6.0,True,0
1,16,4292,1,13.0,True,0
19,113,4467,1,13.0,True,1
17,92,11630,0,15.0,True,1
18,17,13181,1,3.5,False,1
0,2,11159,1,3.0,True,1
13,54,10168,1,5.0,True,1
21,69,11208,0,11.0,False,0
27,72,3570,1,13.0,False,0
7,104,7474,1,19.0,True,0
3,112,13073,1,1.62,False,1
18,82,15456,1,5.0,False,0
14,113,4467,0,12.0,True,1
28,27,11720,1,15.0,True,1
27,67,9408,0,21.0,False,1
27,74,14504,1,8.0,False,0
6,111,13455,0,26.0,True,1
16,2,895,1,17.0,False,0
8,92,100,1,6.0,True,1
8,112,7567,1,5.0,True,0
8,0,12029,1,6.0,True,1
4,7,15119,1,2.0,False,1
28,89,5171,1,10.0,True,0
21,0,3396,1,11.0,False,1
20,113,14759,1,4.5,True,1
5,92,454,0,10.0,False,0
22,111,498,1,3.25,True,1
30,26,4496,1,1.73,False,1
4,95,13871,0,10.0,False,1
24,74,15121,1,8.0,True,0
3,74,14587,1,5.5,False,0
13,16,7139,1,6.5,True,1
14,26,12035,1,4.5,True,0
8,18,12532,1,4.0,True,0
4,7,12417,0,7.0,False,0
0,26,2060,0,15.1,True,1
3,36,10246,1,5.0,False,0
21,42,13816,1,17.0,False,0
7,110,2481,1,21.0,True,1
21,62,4947,1,5.5,False,0
16,24,15274,1,10.0,False,1
3,37,1340,1,3.75,False,0
17,13,8585,0,13.0,True,0
1,60,6797,1,4.33,True,1
28,75,14924,1,7.5,True,0
8,10,4062,1,5.0,True,1
0,61,4944,1,7.5,True,0
12,4,6168,1,11.0,False,0
28,112,7503,1,12.0,True,0
12,49,5396,1,21.0,False,0
26,10,14860,1,14.0,True,0
28,62,13059,1,13.0,True,1
3,17,8845,1,2.38,False,1
27,62,12688,1,26.0,False,1
30,10,14363,0,9.0,False,1
1,62,1656,1,8.0,True,0
20,74,14862,1,6.8,True,0
8,47,1118,1,6.0,True,0
8,54,2069,1,3.25,True,0
8,112,1832,1,3.75,True,1
17,75,8993,1,5.0,True,1
16,10,13389,1,8.0,False,1
29,106,12141,1,9.0,False,1
8,110,10851,1,5.5,True,0
3,110,11841,1,3.75,False,0
21,65,14775,1,6.5,False,0
1,62,2951,1,6.0,True,0
17,104,1228,1,6.0,True,1
8,96,1902,1,7.0,True,0
18,48,6784,1,6.5,False,1
12,89,7361,1,41.0,False,0
29,47,6127,1,6.0,False,1
28,59,13468,1,13.0,True,1
29,42,741,1,5.5,False,0
8,18,9110,1,3.25,True,1
3,75,14705,1,3.25,False,1
3,82,1445,1,3.5,False,0
22,73,5466,1,4.0,True,0
27,6,11723,1,7.5,False,0
22,62,4489,1,2.25,True,1
15,92,10548,1,4.0,True,0
18,26,4757,0,7.5,False,1
24,48,15377,1,11.0,True,0
14,111,1889,1,15.0,True,0
28,72,13267,0,21.0,True,1
13,2,4877,0,9.0,True,1
4,114,4207,0,19.0,False,0
24,17,1879,1,15.0,True,1
9,85,14500,1,4.5,False,0
29,62,3624,1,5.0,False,1
22,48,215,0,6.5,True,0
2,76,7862,1,6.5,True,1
28,107,9664,1,5.5,True,0
7,62,8215,0,51.0,True,0
5,16,1460,1,6.0,False,0
19,16,4178,1,10.0,True,0
14,102,9595,0,15.0,True,1
4,72,9495,1,7.5,False,0
22,39,182,0,7.0,True,1
4,37,5086,1,2.25,False,1
25,14,6358,0,11.0,True,1
17,0,9791,0,6.0,True,0
28,72,8960,1,7.0,True,1
1,11,14289,1,6.5,True,0
28,92,12550,1,13.0,True,1
8,0,5419,1,9.5,True,0
18,42,4150,1,3.5,False,1
28,106,14200,1,7.0,True,1
5,109,6000,1,6.5,False,1
3,62,13971,1,2.0,False,0
4,54,9156,0,11.0,False,0
7,92,8698,0,13.0,True,0
8,111,5881,1,3.75,True,0
3,92,5903,1,1.73,False,1
22,62,4538,1,2.75,True,0
4,114,4218,0,17.0,False,0
4,17,12692,0,17.0,False,1
30,19,4391,1,3.5,False,0
12,54,1045,1,15.0,False,0
14,2,7918,1,13.0,True,1
28,82,7617,1,17.0,True,0
0,84,3706,1,4.5,True,0
19,59,2346,1,15.0,True,0
8,6,5765,1,3.0,True,1
3,110,7036,1,3.0,False,1
16,62,15362,1,8.0,False,0
19,111,15723,1,21.0,True,0
14,54,9349,0,17.0,True,1
27,92,11579,1,6.5,False,0
3,34,12101,1,2.1,False,1
22,110,10695,1,4.33,True,0
28,54,2652,1,5.5,True,0
7,62,6755,0,101.0,True,1
17,94,14316,0,8.5,True,0
3,53,6553,1,5.0,False,0
1,62,362,1,6.5,True,0
1,110,4693,1,5.0,True,1
22,19,15029,0,8.0,True,1
7,109,9049,1,7.5,True,0
3,113,10630,1,4.0,False,1
29,80,10349,1,7.0,False,0
3,54,14041,1,3.0,False,1
1,79,15737,1,3.75,True,0
8,113,7415,1,3.25,True,0
28,80,15506,1,12.0,True,1
28,41,367,1,9.0,True,0
24,17,282,1,13.0,True,0
15,111,8388,1,4.5,True,0
1,49,2134,1,5.0,True,0
28,16,13931,1,6.0,True,1
23,104,1634,1,4.0,True,1
3,69,11765,1,2.25,False,1
0,72,445,0,8.0,True,1
21,54,9302,1,5.5,False,1
4,82,13932,1,3.75,False,0
8,47,13566,1,4.33,True,0
13,62,4947,1,6.5,True,1
27,17,251,1,34.0,False,0
28,111,3065,1,11.0,True,1
22,17,839,0,6.0,True,1
22,72,13829,1,2.63,True,1
29,18,3864,1,4.33,False,1
8,62,5733,1,2.5,True,1
4,111,8456,0,15.0,False,1
8,39,10288,1,3.75,True,1
20,91,658,1,6.4,True,0
0,92,9907,0,10.0,True,1
8,26,6292,1,3.5,True,1
9,28,786,1,2.25,False,0
16,92,13338,1,4.0,False,0
21,2,13803,1,13.0,False,0
10,26,10240,0,8.5,False,0
22,95,13008,1,5.0,True,1
24,17,485,1,15.0,True,1
1,17,2427,1,4.0,True,1
16,89,11702,1,10.0,False,0
1,94,14317,1,11.0,True,0
30,74,925,0,26.0,False,1
28,62,9449,1,8.5,True,0
22,74,2878,1,2.75,True,0
22,16,3833,1,5.5,True,0
22,54,12108,1,7.5,True,0
22,74,15072,1,3.5,True,0
28,62,11024,1,10.0,True,0
17,13,8780,0,11.0,True,0
9,62,8136,1,8.0,False,1
20,48,8997,1,4.6,True,1
19,4,10135,1,9.0,True,0
22,54,13025,1,5.5,True,0
26,2,4486,1,18.0,True,0
6,111,10178,1,10.5,True,0
22,14,1304,1,3.5,True,1
8,113,5940,1,7.0,True,1
0,107,7063,0,4.0,True,1
3,77,6075,1,5.5,False,0
3,80,8147,1,3.0,False,1
24,72,1347,1,8.0,True,0
29,54,2429,1,4.0,False,1
30,48,11815,1,5.0,False,0
28,110,13352,1,13.0,True,1
8,74,14792,1,3.75,True,0
3,54,13175,1,3.0,False,1
8,4,14405,1,2.5,True,0
0,26,8658,0,12.0,True,1
0,41,14341,0,5.5,True,1
14,62,12623,1,4.5,True,1
22,107,13695,1,4.5,True,0
22,74,10443,1,2.38,True,1
8,65,12191,1,4.0,True,1
22,2,1564,1,2.88,True,1
8,26,13250,1,4.33,True,1
3,4,6829,1,3.25,False,1
8,54,14434,1,2.25,True,1
8,11,14870,1,3.25,True,1
29,77,12966,0,12.0,False,1
3,85,1769,1,2.5,False,1
21,107,6478,1,8.0,False,0
1,89,7872,0,26.0,True,1
9,72,10287,1,4.0,False,0
2,86,4878,1,11.0,True,0
16,0,7314,1,15.0,False,0
8,109,14959,1,1.6,True,1
29,110,2185,1,3.5,False,1
0,0,11913,0,51.0,True,1
14,16,10867,0,8.0,True,0
8,111,14162,1,2.75,True,1
21,48,7312,1,6.5,False,1
14,62,15212,1,6.0,True,0
0,16,12156,1,3.0,True,0
17,73,4916,0,9.0,True,1
14,59,12766,1,9.0,True,1
4,69,4488,0,13.0,False,1
22,48,6737,1,2.38,True,1
28,14,3554,1,10.0,True,0
5,86,203,1,13.0,False,0
19,16,9867,1,13.0,True,0
25,2,4832,0,7.5,True,1
18,2,14129,0,7.5,False,0
8,106,13139,1,4.0,True,0
30,14,12203,0,12.0,False,1
29,92,5941,0,8.0,False,1
30,0,9965,1,3.25,False,1
7,114,9307,0,21.0,True,0
28,17,6146,1,6.0,True,0
19,66,14036,1,8.0,True,1
29,92,8385,0,13.0,False,0
30,47,7535,0,13.0,False,0
0,30,11762,1,3.25,True,0
28,111,6617,1,13.0,True,0
8,16,15055,1,5.5,True,1
3,62,754,1,2.1,False,0
1,42,8319,1,17.0,True,1
0,106,5075,0,7.0,True,1
12,62,8504,1,41.0,False,0
26,4,12423,1,3.9,True,0
1,48,13149,1,4.33,True,0
3,26,5795,1,6.0,False,1
21,17,5304,1,11.0,False,0
28,75,1961,1,6.0,True,1
18,81,3123,0,10.0,False,1
8,33,5620,1,2.75,True,1
4,2,13353,0,17.0,False,0
21,89,9999,1,15.0,False,1
0,17,4389,1,21.0,True,1
10,69,13933,0,17.0,False,0
3,54,14130,1,10.0,False,1
7,66,2399,0,17.0,True,1
0,17,12712,1,3.75,True,0
3,18,319,1,3.75,False,1
1,94,5128,1,2.75,True,1
17,92,3906,0,8.0,True,0
27,66,7727,0,34.0,False,1
22,10,9034,1,3.5,True,0
5,111,1369,0,15.0,False,0
14,47,4240,1,11.0,True,0
8,80,700,1,4.5,True,1
27,92,8532,1,3.75,False,1
22,26,3478,1,5.0,True,0
21,92,9057,0,14.0,False,1
28,16,3004,1,6.5,True,1
14,114,10352,0,9.0,True,1
19,4,7222,1,13.0,True,0
1,52,6268,1,5.5,True,1
8,94,6791,1,3.25,True,1
1,48,7599,1,12.0,True,0
17,107,10342,1,5.0,True,1
21,0,11615,1,4.5,False,0
29,111,13350,1,6.0,False,1
20,7,11190,1,4.9,True,0
8,86,11856,1,3.5,True,1
4,7,1549,0,11.0,False,1
21,19,10838,1,4.5,False,1
4,110,1443,0,12.0,False,0
3,26,2995,1,4.0,False,0
28,80,4287,1,10.0,True,1
28,21,12910,1,17.0,True,0
27,16,11069,1,34.0,False,0
3,48,2450,1,3.25,False,1
1,62,2795,1,15.0,True,0
8,111,7487,1,4.5,True,1
5,17,1493,0,9.0,False,0
28,37,10968,1,6.0,True,1
28,23,1109,1,7.0,True,1
1,96,12162,0,101.0,True,0
8,113,8701,1,5.0,True,1
12,110,3238,1,15.0,False,0
21,48,12662,1,8.0,False,1
22,62,4696,1,11.0,True,0
28,30,8347,1,7.0,True,0
17,0,407,0,13.0,True,0
29,80,14782,1,13.0,False,0
19,62,9441,1,41.0,True,0
8,7,4865,1,3.5,True,1
8,104,1772,1,6.0,True,0
0,72,3392,0,10.0,True,1
11,17,2247,0,17.0,True,1
28,42,461,1,15.0,True,0
8,54,6211,1,5.0,True,1
22,73,3489,1,6.0,True,1
14,70,9336,1,17.0,True,1
22,54,5351,1,13.0,True,0
28,71,11132,1,17.0,True,1
1,111,2018,1,4.0,True,0
21,86,13068,1,8.0,False,0
29,14,1079,1,3.75,False,1
17,77,1655,0,8.0,True,0
16,92,12596,1,13.0,False,0
4,111,8187,0,26.0,False,1
0,62,12680,1,2.25,True,0
19,4,6185,1,26.0,True,0
9,67,14018,1,3.5,False,0
28,62,6806,1,6.0,True,1
30,4,2933,1,4.0,False,0
2,96,265,0,41.0,True,0
30,83,120,1,3.25,False,1
14,5,14027,1,5.5,True,1
8,74,1789,1,2.75,True,1
22,30,5553,1,2.5,True,1
18,11,9015,1,3.75,False,0
20,43,15435,1,4.2,True,1
4,54,5707,0,21.0,False,1
12,7,200,1,13.0,False,1
4,2,5832,0,15.0,False,0
20,83,5466,1,5.7,True,0
8,59,8767,1,5.0,True,0
14,76,6052,0,17.0,True,0
0,42,7329,0,15.0,True,0
8,39,7811,1,6.0,True,1
5,17,5520,1,7.0,False,1
13,111,14359,1,4.5,True,0
0,62,13048,0,4.0,True,1
18,94,6015,0,7.0,False,0
17,104,1273,1,2.75,True,0
3,54,14649,1,4.0,False,0
15,70,6,1,5.5,True,1
2,16,10825,1,4.5,True,1
20,59,6052,1,4.9,True,1
9,16,2844,1,8.0,False,1
14,59,12167,0,21.0,True,1
1,2,730,1,21.0,True,0
6,86,4290,0,17.0,True,1
27,86,1006,1,26.0,False,0
4,95,1011,0,17.0,False,1
28,110,7976,1,6.0,True,1
16,54,12938,1,9.0,False,0
21,74,3165,1,7.0,False,0
13,54,11343,0,13.0,True,0
7,60,6194,1,7.5,True,0
28,92,1750,1,13.0,True,0
23,37,3390,1,6.0,True,1
3,65,2146,1,1.53,False,1
8,0,14697,1,3.0,True,0
13,86,167,0,5.5,True,1
3,92,1316,1,4.0,False,1
7,26,12580,0,15.0,True,0
19,104,12141,1,21.0,True,0
8,69,4535,1,4.0,True,1
22,48,1375,1,3.75,True,1
4,48,1663,0,13.0,False,1
29,19,13148,0,19.0,False,0
22,43,12873,1,1.8,True,1
5,16,35,0,13.0,False,1
15,14,12635,1,9.0,True,1
1,62,3947,0,21.0,True,1
28,60,1425,1,6.0,True,0
22,79,9366,0,8.0,True,1
29,7,10978,1,7.0,False,0
14,62,8685,1,17.0,True,0
1,51,5093,1,8.0,True,0
28,10,11433,1,13.0,True,1
28,96,13224,1,12.0,True,1
27,26,253,0,34.0,False,1
29,112,536,1,4.0,False,1
22,74,9658,1,5.0,True,1
7,82,4722,1,34.0,True,0
29,16,11514,1,6.0,False,1
24,2,6823,1,6.0,True,0
16,69,15262,1,3.25,False,1
17,109,1340,1,5.5,True,0
1,30,10762,1,6.0,True,1
3,12,7067,1,5.0,False,1
28,111,13243,1,13.0,True,0
24,43,5819,1,15.0,True,0
22,54,7775,0,11.0,True,1
21,111,3634,1,9.0,False,0
3,62,9449,1,4.5,False,0
6,54,10151,0,21.0,True,0
19,106,13688,1,6.5,True,0
16,83,292,1,7.0,False,0
4,54,5397,1,6.0,False,0
2,42,3463,1,6.5,True,1
24,35,9681,1,6.0,True,1
8,89,3170,1,5.0,True,1
28,89,13226,1,6.5,True,0
23,2,5988,0,13.0,True,1
8,75,7209,1,4.0,True,1
5,2,4689,1,17.0,False,1
19,62,9972,1,29.0,True,0
1,51,3796,1,3.0,True,1
18,74,3346,1,4.5,False,0
8,106,11420,1,2.88,True,1
17,53,4171,1,7.5,True,1
8,80,5785,1,6.0,True,1
13,114,6481,1,1.83,True,1
30,41,4851,1,2.25,False,1
29,76,4818,0,21.0,False,1
8,18,9727,1,2.5,True,0
17,17,7389,0,10.0,True,1
28,80,126,1,9.0,True,0
28,66,8273,1,8.0,True,1
16,59,1544,1,21.0,False,0
8,59,6739,1,5.0,True,1
1,65,2574,1,5.2,True,0
24,114,5281,1,10.0,True,0
29,54,378,1,21.0,False,1
8,54,1152,1,2.0,True,1
3,59,8617,1,5.0,False,0
11,0,10393,0,34.0,True,1
8,6,13487,1,3.5,True,1
28,47,6548,1,9.0,True,1
8,54,1519,1,5.0,True,0
30,47,5886,1,5.0,False,0
3,19,6149,1,4.5,False,1
30,62,4555,1,3.25,False,0
28,47,4898,1,12.0,True,1
9,34,10025,1,7.0,False,0
18,24,7483,0,12.0,False,0
21,70,13715,1,7.0,False,0
13,62,4221,0,8.0,True,1
8,83,9192,1,2.75,True,1
16,72,6198,1,5.0,False,1
28,36,9588,1,15.0,True,1
8,111,12402,1,3.5,True,1
4,14,11311,0,7.5,False,1
28,83,4755,1,5.5,True,1
12,53,6753,1,34.0,False,0
4,111,5007,0,26.0,False,1
20,72,6460,1,7.2,True,0
29,18,12961,1,13.0,False,1
4,2,5818,0,8.5,False,0
10,75,1424,0,6.0,False,1
13,26,1820,0,5.0,True,1
3,83,7865,1,8.0,False,0
29,7,15773,1,9.5,False,1
4,26,7136,0,12.0,False,0
7,19,3101,0,8.0,True,0
21,14,11166,1,4.5,False,1
7,107,13628,0,26.0,True,0
20,94,12432,1,4.5,True,1
4,74,12680,0,12.0,False,0
6,51,4578,0,51.0,True,1
12,110,3550,1,15.0,False,0
23,26,14164,1,4.5,True,0
22,62,11246,1,3.0,True,1
12,42,4504,1,3.75,False,1
12,54,2894,1,17.0,False,0
9,86,13334,1,5.0,False,1
17,42,3579,1,3.25,True,0
7,62,8233,1,21.0,True,0
13,62,13151,0,10.0,True,0
0,24,1853,0,7.0,True,1
28,86,12130,1,4.33,True,1
22,113,2713,1,4.5,True,1
14,76,15173,1,13.0,True,0
9,94,6776,1,4.0,False,0
27,92,13219,1,19.0,False,0
4,47,15040,0,15.0,False,1
3,111,14163,1,1.67,False,1
29,16,3450,0,8.0,False,1
16,24,1136,1,8.0,False,1
22,54,10360,1,3.5,True,1
3,5,1170,1,3.5,False,0
8,110,3180,1,2.1,True,0
20,16,13126,1,7.2,True,0
29,4,9749,0,25.0,False,0
30,12,11440,1,7.5,False,0
7,76,8490,0,51.0,True,0
3,111,13821,1,2.88,False,0
3,74,1789,1,2.75,False,1
1,96,457,1,5.0,True,1
17,92,5604,0,17.0,True,0
16,79,15222,1,5.0,False,1
30,113,8777,1,4.5,False,0
0,24,1019,0,10.0,True,1
2,42,14626,1,11.0,True,0
22,54,10902,0,11.0,True,1
7,92,12556,0,17.0,True,0
21,54,11507,1,4.5,False,1
28,59,8398,1,9.0,True,1
8,18,2551,1,3.5,True,0
16,111,5103,1,9.0,False,1
8,2,1508,1,3.5,True,1
5,62,7921,1,10.0,False,1
1,23,12627,1,15.0,True,0
17,6,5663,1,2.0,True,0
6,3,1010,1,17.0,True,0
0,59,7902,1,1.8,True,1
8,54,6482,1,3.75,True,1
13,62,11373,0,26.0,True,0
7,3,6768,1,23.0,True,1
8,106,11774,1,2.75,True,0
8,4,6439,1,7.0,True,1
28,95,3638,1,6.0,True,0
3,66,14061,1,5.0,False,1
4,2,3681,0,11.0,False,0
16,92,12607,1,5.0,False,0
14,41,5293,0,9.0,True,0
2,42,11786,1,17.0,True,0
16,95,3598,1,4.33,False,0
0,62,2951,0,5.5,True,0
28,4,14382,1,4.33,True,1
28,86,3072,1,9.0,True,0
1,62,7064,1,11.0,True,0
19,111,7145,1,15.0,True,0
27,111,13200,0,34.0,False,0
16,30,8020,1,4.0,False,1
9,81,9082,1,2.1,False,1
0,81,8492,0,6.0,True,1
9,114,8678,0,9.0,False,1
8,85,13275,1,3.5,True,1
1,113,10698,1,6.5,True,0
13,114,6078,0,10.0,True,1
27,7,12456,1,13.0,False,0
24,86,14977,1,7.0,True,0
19,42,15599,1,17.0,True,0
21,2,9685,1,8.0,False,0
0,48,3875,1,3.0,True,1
29,4,6127,1,6.0,False,1
0,86,2793,1,3.0,True,0
28,49,3494,1,6.5,True,0
17,36,10123,1,5.5,True,1
28,47,341,1,10.0,True,0
8,39,90,1,2.75,True,0
0,13,15380,1,3.0,True,0
8,113,15036,1,7.0,True,0
23,26,1560,0,13.0,True,1
16,16,2070,1,3.25,False,1
8,26,152,1,6.0,True,0
14,48,15774,1,3.0,True,1
0,92,10418,1,2.0,True,1
8,0,6419,1,6.5,True,1
14,26,11835,0,23.0,True,0
5,92,6817,0,10.0,False,0
2,82,5025,1,2.5,True,0
7,54,9730,0,13.0,True,1
18,17,14129,0,15.0,False,1
9,65,4908,1,7.0,False,1
4,62,1006,0,19.0,False,1
8,96,5817,1,10.0,True,1
29,59,8459,1,4.5,False,1
4,17,7888,0,10.0,False,0
20,63,7985,1,5.1,True,0
21,76,10127,1,9.0,False,1
8,112,90,1,2.5,True,1
23,74,9167,1,8.5,True,0
29,4,5692,1,5.0,False,0
4,107,10087,0,9.5,False,1
28,17,15138,1,6.0,True,0
22,17,11660,1,4.0,True,1
17,112,8996,1,7.0,True,1
16,113,4380,1,4.0,False,1
14,41,1516,0,13.0,True,1
14,18,10820,0,34.0,True,0
1,54,3007,1,4.33,True,0
28,99,6869,1,8.0,True,0
29,33,15666,1,4.0,False,0
0,2,11866,0,10.0,True,1
8,73,6737,1,3.0,True,1
3,12,13842,1,3.75,False,1
28,80,15055,1,13.0,True,0
19,111,6359,1,21.0,True,0
8,62,15397,1,1.1,True,0
22,111,10639,1,4.5,True,1
30,16,14539,1,4.5,False,0
7,111,11519,1,8.0,True,0
8,17,3796,1,3.5,True,0
1,112,2218,0,51.0,True,0
17,60,770,0,26.0,True,0
18,60,3382,1,4.5,False,1
