energy,hour,dayofweek,quarter,month,year,dayofyear,dayofmonth,weekofyear
1420.8138,3,5,3,7,2008,201,19,29
1423.1952,4,5,3,7,2008,201,19,29
1458.5634,5,5,3,7,2008,201,19,29
1541.5596,6,5,3,7,2008,201,19,29
1681.4448,7,5,3,7,2008,201,19,29
1749.3588,8,5,3,7,2008,201,19,29
1727.397,9,5,3,7,2008,201,19,29
1705.788,10,5,3,7,2008,201,19,29
1691.0586,11,5,3,7,2008,201,19,29
1662.9228,12,5,3,7,2008,201,19,29
1643.5188,13,5,3,7,2008,201,19,29
1611.1494,14,5,3,7,2008,201,19,29
1568.637,15,5,3,7,2008,201,19,29
1544.2938,16,5,3,7,2008,201,19,29
1537.2378,17,5,3,7,2008,201,19,29
1558.053,18,5,3,7,2008,201,19,29
1636.9038,19,5,3,7,2008,201,19,29
1661.0706,20,5,3,7,2008,201,19,29
1656.2196,21,5,3,7,2008,201,19,29
1639.0206,22,5,3,7,2008,201,19,29
1584.6012,23,5,3,7,2008,201,19,29
1509.7194,0,6,3,7,2008,202,20,29
1465.1784,1,6,3,7,2008,202,20,29
1433.7792,2,6,3,7,2008,202,20,29
1430.163,3,6,3,7,2008,202,20,29
1429.6338,4,6,3,7,2008,202,20,29
1443.0601684505118,5,6,3,7,2008,202,20,29
1480.7016,6,6,3,7,2008,202,20,29
1533.0924,7,6,3,7,2008,202,20,29
1583.5428,8,6,3,7,2008,202,20,29
1604.358,9,6,3,7,2008,202,20,29
1590.7752,10,6,3,7,2008,202,20,29
1547.91,11,6,3,7,2008,202,20,29
1498.959,12,6,3,7,2008,202,20,29
1441.9818,13,6,3,7,2008,202,20,29
1387.5624,14,6,3,7,2008,202,20,29
1347.255,15,6,3,7,2008,202,20,29
1321.8534,16,6,3,7,2008,202,20,29
1332.0846,17,6,3,7,2008,202,20,29
1372.3038,18,6,3,7,2008,202,20,29
1452.654,19,6,3,7,2008,202,20,29
1469.5002,20,6,3,7,2008,202,20,29
1462.797,21,6,3,7,2008,202,20,29
1430.5158,22,6,3,7,2008,202,20,29
1388.4444,23,6,3,7,2008,202,20,29
1317.8844,0,0,3,7,2008,203,21,30
1257.732,1,0,3,7,2008,203,21,30
1222.5402,2,0,3,7,2008,203,21,30
1205.1648,3,0,3,7,2008,203,21,30
1209.222,4,0,3,7,2008,203,21,30
1215.7488,5,0,3,7,2008,203,21,30
1230.9192,6,0,3,7,2008,203,21,30
1266.552,7,0,3,7,2008,203,21,30
1319.031,8,0,3,7,2008,203,21,30
1373.9796,9,0,3,7,2008,203,21,30
1404.3204,10,0,3,7,2008,203,21,30
1407.231,11,0,3,7,2008,203,21,30
1417.815,12,0,3,7,2008,203,21,30
1425.753,13,0,3,7,2008,203,21,30
1416.6684,14,0,3,7,2008,203,21,30
1401.6744,15,0,3,7,2008,203,21,30
1399.3812,16,0,3,7,2008,203,21,30
1416.933,17,0,3,7,2008,203,21,30
1439.1594,18,0,3,7,2008,203,21,30
1494.2844,19,0,3,7,2008,203,21,30
1497.3714,20,0,3,7,2008,203,21,30
1464.2964,21,0,3,7,2008,203,21,30
1429.1928,22,0,3,7,2008,203,21,30
1361.0142,23,0,3,7,2008,203,21,30
1300.068,0,1,3,7,2008,204,22,30
1234.7118,1,1,3,7,2008,204,22,30
1200.843,2,1,3,7,2008,204,22,30
1192.1112,3,1,3,7,2008,204,22,30
1186.1136,4,1,3,7,2008,204,22,30
1210.7214,5,1,3,7,2008,204,22,30
1266.9048,6,1,3,7,2008,204,22,30
1376.9784,7,1,3,7,2008,204,22,30
1460.3274,8,1,3,7,2008,204,22,30
1479.996,9,1,3,7,2008,204,22,30
1498.2534,10,1,3,7,2008,204,22,30
1508.3964,11,1,3,7,2008,204,22,30
1512.5418,12,1,3,7,2008,204,22,30
1488.5514,13,1,3,7,2008,204,22,30
1477.9674,14,1,3,7,2008,204,22,30
1450.008,15,1,3,7,2008,204,22,30
1442.2464,16,1,3,7,2008,204,22,30
1462.4442,17,1,3,7,2008,204,22,30
1485.1116,18,1,3,7,2008,204,22,30
1538.7372,19,1,3,7,2008,204,22,30
1545.6168,20,1,3,7,2008,204,22,30
1521.3618,21,1,3,7,2008,204,22,30
1475.2332,22,1,3,7,2008,204,22,30
1398.9402,23,1,3,7,2008,204,22,30
1316.5614,0,2,3,7,2008,205,23,30
1257.8202,1,2,3,7,2008,205,23,30
1229.8608,2,2,3,7,2008,205,23,30
1221.129,3,2,3,7,2008,205,23,30
1214.6904,4,2,3,7,2008,205,23,30
1246.266,5,2,3,7,2008,205,23,30
1329.8796,6,2,3,7,2008,205,23,30
1481.8482,7,2,3,7,2008,205,23,30
1535.2092,8,2,3,7,2008,205,23,30
1536.5322,9,2,3,7,2008,205,23,30
1534.3272,10,2,3,7,2008,205,23,30
1524.1842,11,2,3,7,2008,205,23,30
1504.6038,12,2,3,7,2008,205,23,30
1479.2904,13,2,3,7,2008,205,23,30
1450.008,14,2,3,7,2008,205,23,30
1428.5754,15,2,3,7,2008,205,23,30
1408.9068,16,2,3,7,2008,205,23,30
1422.4014,17,2,3,7,2008,205,23,30
1448.0676,18,2,3,7,2008,205,23,30
1509.3666,19,2,3,7,2008,205,23,30
1548.1746,20,2,3,7,2008,205,23,30
1542.7944,21,2,3,7,2008,205,23,30
1514.835,22,2,3,7,2008,205,23,30
1430.9568,23,2,3,7,2008,205,23,30
1345.05,0,3,3,7,2008,206,24,30
1292.4828,1,3,3,7,2008,206,24,30
1266.0228,2,3,3,7,2008,206,24,30
1243.7964,3,3,3,7,2008,206,24,30
1258.5258,4,3,3,7,2008,206,24,30
1293.012,5,3,3,7,2008,206,24,30
1373.0094,6,3,3,7,2008,206,24,30
1533.1806,7,3,3,7,2008,206,24,30
1579.9266,8,3,3,7,2008,206,24,30
1566.873,9,3,3,7,2008,206,24,30
1543.5882,10,3,3,7,2008,206,24,30
1519.245,11,3,3,7,2008,206,24,30
1486.2582,12,3,3,7,2008,206,24,30
1461.6504,13,3,3,7,2008,206,24,30
1445.0688,14,3,3,7,2008,206,24,30
1416.492,15,3,3,7,2008,206,24,30
1391.8842,16,3,3,7,2008,206,24,30
1403.3502,17,3,3,7,2008,206,24,30
1446.921,18,3,3,7,2008,206,24,30
1539.7074,19,3,3,7,2008,206,24,30
1565.1972,20,3,3,7,2008,206,24,30
1558.935,21,3,3,7,2008,206,24,30
1526.9184,22,3,3,7,2008,206,24,30
1470.294,23,3,3,7,2008,206,24,30
1391.2668,0,4,3,7,2008,207,25,30
1324.8522,1,4,3,7,2008,207,25,30
1308.5352,2,4,3,7,2008,207,25,30
1301.3028,3,4,3,7,2008,207,25,30
1301.2146,4,4,3,7,2008,207,25,30
1336.0536,5,4,3,7,2008,207,25,30
1419.8436,6,4,3,7,2008,207,25,30
1560.0816,7,4,3,7,2008,207,25,30
1635.228,8,4,3,7,2008,207,25,30
1654.5438,9,4,3,7,2008,207,25,30
1650.663,10,4,3,7,2008,207,25,30
1654.1028,11,4,3,7,2008,207,25,30
1650.3102,12,4,3,7,2008,207,25,30
1638.315,13,4,3,7,2008,207,25,30
1632.141,14,4,3,7,2008,207,25,30
1609.65,15,4,3,7,2008,207,25,30
1599.4188,16,4,3,7,2008,207,25,30
1604.7108,17,4,3,7,2008,207,25,30
1611.5904,18,4,3,7,2008,207,25,30
1666.8918,19,4,3,7,2008,207,25,30
1694.3298310411587,20,4,3,7,2008,207,25,30
1672.272,21,4,3,7,2008,207,25,30
1627.4664,22,4,3,7,2008,207,25,30
1550.556,23,4,3,7,2008,207,25,30
1469.6766,0,5,3,7,2008,208,26,30
1409.7006,1,5,3,7,2008,208,26,30
1388.5326,2,5,3,7,2008,208,26,30
1379.3598,3,5,3,7,2008,208,26,30
1378.6542,4,5,3,7,2008,208,26,30
1411.3764,5,5,3,7,2008,208,26,30
1494.3726,6,5,3,7,2008,208,26,30
1641.5784,7,5,3,7,2008,208,26,30
1709.8452,8,5,3,7,2008,208,26,30
1697.6736,9,5,3,7,2008,208,26,30
1672.272,10,5,3,7,2008,208,26,30
1642.9896,11,5,3,7,2008,208,26,30
1604.8872,12,5,3,7,2008,208,26,30
1569.3426,13,5,3,7,2008,208,26,30
1529.829,14,5,3,7,2008,208,26,30
1501.164,15,5,3,7,2008,208,26,30
1456.7994,16,5,3,7,2008,208,26,30
1447.8912,17,5,3,7,2008,208,26,30
1473.5574,18,5,3,7,2008,208,26,30
1541.5596,19,5,3,7,2008,208,26,30
1580.985,20,5,3,7,2008,208,26,30
1563.2568,21,5,3,7,2008,208,26,30
1548.4392,22,5,3,7,2008,208,26,30
1490.9328,23,5,3,7,2008,208,26,30
1423.6362,0,6,3,7,2008,209,27,30
1359.2502,1,6,3,7,2008,209,27,30
1313.5626,2,6,3,7,2008,209,27,30
1315.3266,3,6,3,7,2008,209,27,30
1311.8868,4,6,3,7,2008,209,27,30
1327.6746,5,6,3,7,2008,209,27,30
1380.6828,6,6,3,7,2008,209,27,30
1427.076,7,6,3,7,2008,209,27,30
1480.5252,8,6,3,7,2008,209,27,30
1512.0126,9,6,3,7,2008,209,27,30
1507.4262,10,6,3,7,2008,209,27,30
1480.0842,11,6,3,7,2008,209,27,30
1432.1034,12,6,3,7,2008,209,27,30
1362.8664,13,6,3,7,2008,209,27,30
1330.1442,14,6,3,7,2008,209,27,30
1288.4256,15,6,3,7,2008,209,27,30
1259.5842,16,6,3,7,2008,209,27,30
1256.409,17,6,3,7,2008,209,27,30
1288.2492,18,6,3,7,2008,209,27,30
1372.6566,19,6,3,7,2008,209,27,30
1426.1058,20,6,3,7,2008,209,27,30
1435.455,21,6,3,7,2008,209,27,30
1419.2262,22,6,3,7,2008,209,27,30
1387.2096,23,6,3,7,2008,209,27,30
1340.4636,0,0,3,7,2008,210,28,31
1300.4208,1,0,3,7,2008,210,28,31
1279.5174,2,0,3,7,2008,210,28,31
1284.192,3,0,3,7,2008,210,28,31
1278.7236,4,0,3,7,2008,210,28,31
1300.8618,5,0,3,7,2008,210,28,31
1326.1752,6,0,3,7,2008,210,28,31
1364.6304,7,0,3,7,2008,210,28,31
1403.703,8,0,3,7,2008,210,28,31
1443.6576,9,0,3,7,2008,210,28,31
1444.8042,10,0,3,7,2008,210,28,31
1391.4432,11,0,3,7,2008,210,28,31
1359.6912,12,0,3,7,2008,210,28,31
1330.938,13,0,3,7,2008,210,28,31
1288.8666,14,0,3,7,2008,210,28,31
1270.6974,15,0,3,7,2008,210,28,31
1261.0836,16,0,3,7,2008,210,28,31
1271.9322,17,0,3,7,2008,210,28,31
1329.4386,18,0,3,7,2008,210,28,31
1400.5278,19,0,3,7,2008,210,28,31
1442.4228,20,0,3,7,2008,210,28,31
1427.958,21,0,3,7,2008,210,28,31
1395.5004,22,0,3,7,2008,210,28,31
1348.137,23,0,3,7,2008,210,28,31
1299.5388,0,1,3,7,2008,211,29,31
1267.5222,1,1,3,7,2008,211,29,31
1244.4138,2,1,3,7,2008,211,29,31
1245.384,3,1,3,7,2008,211,29,31
1258.3494,4,1,3,7,2008,211,29,31
1295.9226,5,1,3,7,2008,211,29,31
1373.6268,6,1,3,7,2008,211,29,31
1515.9816,7,1,3,7,2008,211,29,31
1582.9254,8,1,3,7,2008,211,29,31
1603.2996,9,1,3,7,2008,211,29,31
1624.644,10,1,3,7,2008,211,29,31
1636.4628,11,1,3,7,2008,211,29,31
1616.9706,12,1,3,7,2008,211,29,31
1611.2376,13,1,3,7,2008,211,29,31
1599.507,14,1,3,7,2008,211,29,31
1575.6048,15,1,3,7,2008,211,29,31
1560.6108,16,1,3,7,2008,211,29,31
1570.7538,17,1,3,7,2008,211,29,31
1601.4474,18,1,3,7,2008,211,29,31
1641.6666,19,1,3,7,2008,211,29,31
1671.7428,20,1,3,7,2008,211,29,31
1656.4842,21,1,3,7,2008,211,29,31
1602.5058,22,1,3,7,2008,211,29,31
1545.9696,23,1,3,7,2008,211,29,31
1457.946,0,2,3,7,2008,212,30,31
1416.2274,1,2,3,7,2008,212,30,31
1395.324,2,2,3,7,2008,212,30,31
1382.535,3,2,3,7,2008,212,30,31
1394.6184,4,2,3,7,2008,212,30,31
1415.9628,5,2,3,7,2008,212,30,31
1501.2522,6,2,3,7,2008,212,30,31
1626.849,7,2,3,7,2008,212,30,31
1692.2052,8,2,3,7,2008,212,30,31
1707.6402,9,2,3,7,2008,212,30,31
1704.5532,10,2,3,7,2008,212,30,31
1707.6402,11,2,3,7,2008,212,30,31
1701.819,12,2,3,7,2008,212,30,31
1694.763,13,2,3,7,2008,212,30,31
1681.533,14,2,3,7,2008,212,30,31
1671.4782,15,2,3,7,2008,212,30,31
1666.0098,16,2,3,7,2008,212,30,31
1677.123,17,2,3,7,2008,212,30,31
1713.9906,18,2,3,7,2008,212,30,31
1774.4958,19,2,3,7,2008,212,30,31
1816.7436,20,2,3,7,2008,212,30,31
1797.6924,21,2,3,7,2008,212,30,31
1744.0668,22,2,3,7,2008,212,30,31
1668.3912,23,2,3,7,2008,212,30,31
1583.5428,0,3,3,7,2008,213,31,31
1518.6276,1,3,3,7,2008,213,31,31
1492.6968,2,3,3,7,2008,213,31,31
1474.9686,3,3,3,7,2008,213,31,31
1484.406,4,3,3,7,2008,213,31,31
1507.4262,5,3,3,7,2008,213,31,31
1579.0446,6,3,3,7,2008,213,31,31
1693.44,7,3,3,7,2008,213,31,31
1743.8022,8,3,3,7,2008,213,31,31
1751.652,9,3,3,7,2008,213,31,31
1740.4506,10,3,3,7,2008,213,31,31
1713.7098956742836,11,3,3,7,2008,213,31,31
1684.9728,12,3,3,7,2008,213,31,31
1659.2184,13,3,3,7,2008,213,31,31
1635.4926,14,3,3,7,2008,213,31,31
1616.3532,15,3,3,7,2008,213,31,31
1592.0982,16,3,3,7,2008,213,31,31
1608.5916,17,3,3,7,2008,213,31,31
1644.2244,18,3,3,7,2008,213,31,31
1713.3732,19,3,3,7,2008,213,31,31
1761.0012,20,3,3,7,2008,213,31,31
1750.1526,21,3,3,7,2008,213,31,31
1708.9632,22,3,3,7,2008,213,31,31
1634.4342,23,3,3,7,2008,213,31,31
1554.3486,0,4,3,8,2008,214,1,31
1507.1616,1,4,3,8,2008,214,1,31
1482.5538,2,4,3,8,2008,214,1,31
1482.4656,3,4,3,8,2008,214,1,31
1482.2892,4,4,3,8,2008,214,1,31
1522.6848,5,4,3,8,2008,214,1,31
1602.5058,6,4,3,8,2008,214,1,31
1747.683,7,4,3,8,2008,214,1,31
1789.6662,8,4,3,8,2008,214,1,31
1755.7974,9,4,3,8,2008,214,1,31
1700.055,10,4,3,8,2008,214,1,31
1664.8632,11,4,3,8,2008,214,1,31
1620.7632,12,4,3,8,2008,214,1,31
1584.4248,13,4,3,8,2008,214,1,31
1554.4368,14,4,3,8,2008,214,1,31
1519.9506,15,4,3,8,2008,214,1,31
1492.785,16,4,3,8,2008,214,1,31
1489.4334,17,4,3,8,2008,214,1,31
1513.2474,18,4,3,8,2008,214,1,31
1614.1482,19,4,3,8,2008,214,1,31
1694.2338,20,4,3,8,2008,214,1,31
1701.2898,21,4,3,8,2008,214,1,31
1672.4484,22,4,3,8,2008,214,1,31
1609.4736,23,4,3,8,2008,214,1,31
1529.7408,0,5,3,8,2008,215,2,31
1483.4358,1,5,3,8,2008,215,2,31
1466.8542,2,5,3,8,2008,215,2,31
1470.294,3,5,3,8,2008,215,2,31
1477.1736,4,5,3,8,2008,215,2,31
1507.6026,5,5,3,8,2008,215,2,31
1587.5118,6,5,3,8,2008,215,2,31
1736.1288,7,5,3,8,2008,215,2,31
1779.7878,8,5,3,8,2008,215,2,31
1737.3636,9,5,3,8,2008,215,2,31
1685.4138,10,5,3,8,2008,215,2,31
1643.166,11,5,3,8,2008,215,2,31
1605.24,12,5,3,8,2008,215,2,31
1576.4868,13,5,3,8,2008,215,2,31
1552.2318,14,5,3,8,2008,215,2,31
1523.0376,15,5,3,8,2008,215,2,31
1488.2868,16,5,3,8,2008,215,2,31
1481.0544,17,5,3,8,2008,215,2,31
1474.3512,18,5,3,8,2008,215,2,31
1529.2998,19,5,3,8,2008,215,2,31
1553.2902,20,5,3,8,2008,215,2,31
1541.3832,21,5,3,8,2008,215,2,31
1513.3356,22,5,3,8,2008,215,2,31
1447.362,23,5,3,8,2008,215,2,31
1375.3026,0,6,3,8,2008,216,3,31
1303.8606,1,6,3,8,2008,216,3,31
1279.9584,2,6,3,8,2008,216,3,31
1263.5532,3,6,3,8,2008,216,3,31
1254.3804,4,6,3,8,2008,216,3,31
1261.701,5,6,3,8,2008,216,3,31
1290.807,6,6,3,8,2008,216,3,31
1337.0238,7,6,3,8,2008,216,3,31
1377.7722,8,6,3,8,2008,216,3,31
1428.2226,9,6,3,8,2008,216,3,31
1449.8182828367408,10,6,3,8,2008,216,3,31
1443.3048,11,6,3,8,2008,216,3,31
1423.1952,12,6,3,8,2008,216,3,31
1385.4456,13,6,3,8,2008,216,3,31
1367.1882,14,6,3,8,2008,216,3,31
1340.199,15,6,3,8,2008,216,3,31
1320.0894,16,6,3,8,2008,216,3,31
1324.5876,17,6,3,8,2008,216,3,31
1352.0178,18,6,3,8,2008,216,3,31
1404.144,19,6,3,8,2008,216,3,31
1438.4538,20,6,3,8,2008,216,3,31
1440.8352,21,6,3,8,2008,216,3,31
1413.9342,22,6,3,8,2008,216,3,31
1365.260282421737,23,6,3,8,2008,216,3,31
1310.4756,0,0,3,8,2008,217,4,32
1259.055,1,0,3,8,2008,217,4,32
1224.5688,2,0,3,8,2008,217,4,32
1219.8942,3,0,3,8,2008,217,4,32
1206.0468,4,0,3,8,2008,217,4,32
1219.365,5,0,3,8,2008,217,4,32
1250.5878,6,0,3,8,2008,217,4,32
1288.4256,7,0,3,8,2008,217,4,32
1322.0298,8,0,3,8,2008,217,4,32
1359.162,9,0,3,8,2008,217,4,32
1348.578,10,0,3,8,2008,217,4,32
1301.2146,11,0,3,8,2008,217,4,32
1270.6092,12,0,3,8,2008,217,4,32
1245.0312,13,0,3,8,2008,217,4,32
1209.222,14,0,3,8,2008,217,4,32
1167.4152,15,0,3,8,2008,217,4,32
1151.0982,16,0,3,8,2008,217,4,32
1143.7776,17,0,3,8,2008,217,4,32
1166.9742,18,0,3,8,2008,217,4,32
1250.7290944519061,19,0,3,8,2008,217,4,32
1331.379,20,0,3,8,2008,217,4,32
1342.404,21,0,3,8,2008,217,4,32
1306.8969144708908,22,0,3,8,2008,217,4,32
1258.5258,23,0,3,8,2008,217,4,32
1211.1624,0,1,3,8,2008,218,5,32
1176.2352,1,1,3,8,2008,218,5,32
1160.8884,2,1,3,8,2008,218,5,32
1157.0076,3,1,3,8,2008,218,5,32
1169.1792,4,1,3,8,2008,218,5,32
1206.135,5,1,3,8,2008,218,5,32
1295.658,6,1,3,8,2008,218,5,32
1447.7148,7,1,3,8,2008,218,5,32
1514.1294,8,1,3,8,2008,218,5,32
1494.2844,9,1,3,8,2008,218,5,32
1464.4728,10,1,3,8,2008,218,5,32
1445.5098,11,1,3,8,2008,218,5,32
1432.809,12,1,3,8,2008,218,5,32
1411.8174,13,1,3,8,2008,218,5,32
1394.1774,14,1,3,8,2008,218,5,32
1370.0106,15,1,3,8,2008,218,5,32
1356.075,16,1,3,8,2008,218,5,32
1364.013,17,1,3,8,2008,218,5,32
1395.1476,18,1,3,8,2008,218,5,32
1463.3262,19,1,3,8,2008,218,5,32
1502.5752,20,1,3,8,2008,218,5,32
1489.3452,21,1,3,8,2008,218,5,32
1454.1534,22,1,3,8,2008,218,5,32
1375.2144,23,1,3,8,2008,218,5,32
1298.0394,0,2,3,8,2008,219,6,32
1240.6212,1,2,3,8,2008,219,6,32
1221.3936,2,2,3,8,2008,219,6,32
1223.6868,3,2,3,8,2008,219,6,32
1237.2696,4,2,3,8,2008,219,6,32
1270.2564,5,2,3,8,2008,219,6,32
1371.1572,6,2,3,8,2008,219,6,32
1525.0662,7,2,3,8,2008,219,6,32
1614.501,8,2,3,8,2008,219,6,32
1641.2256,9,2,3,8,2008,219,6,32
1642.0194,10,2,3,8,2008,219,6,32
1647.3114,11,2,3,8,2008,219,6,32
1642.0194,12,2,3,8,2008,219,6,32
1637.2566,13,2,3,8,2008,219,6,32
1632.6702,14,2,3,8,2008,219,6,32
1621.998,15,2,3,8,2008,219,6,32
1605.3282,16,2,3,8,2008,219,6,32
1613.5308,17,2,3,8,2008,219,6,32
1644.8418,18,2,3,8,2008,219,6,32
1713.0204,19,2,3,8,2008,219,6,32
1758.267,20,2,3,8,2008,219,6,32
1754.298,21,2,3,8,2008,219,6,32
1713.1968,22,2,3,8,2008,219,6,32
1624.9086,23,2,3,8,2008,219,6,32
1534.1508,0,3,3,8,2008,220,7,32
1485.729,1,3,3,8,2008,220,7,32
1456.7994,2,3,3,8,2008,220,7,32
1442.6874,3,3,3,8,2008,220,7,32
1442.5992,4,3,3,8,2008,220,7,32
1483.524,5,3,3,8,2008,220,7,32
1573.1352,6,3,3,8,2008,220,7,32
1719.9882,7,3,3,8,2008,220,7,32
1751.9166,8,3,3,8,2008,220,7,32
1716.813,9,3,3,8,2008,220,7,32
1675.0944,10,3,3,8,2008,220,7,32
1643.3424,11,3,3,8,2008,220,7,32
1610.091,12,3,3,8,2008,220,7,32
1579.8384,13,3,3,8,2008,220,7,32
1556.1126,14,3,3,8,2008,220,7,32
1525.3308,15,3,3,8,2008,220,7,32
1505.3976,16,3,3,8,2008,220,7,32
1510.0722,17,3,3,8,2008,220,7,32
1532.1222,18,3,3,8,2008,220,7,32
1609.2972,19,3,3,8,2008,220,7,32
1681.533,20,3,3,8,2008,220,7,32
1677.4758,21,3,3,8,2008,220,7,32
1637.9622,22,3,3,8,2008,220,7,32
1554.525,23,3,3,8,2008,220,7,32
1476.2034,0,4,3,8,2008,221,8,32
1416.5802,1,4,3,8,2008,221,8,32
1395.8532,2,4,3,8,2008,221,8,32
1399.293,3,4,3,8,2008,221,8,32
1406.9664,4,4,3,8,2008,221,8,32
1440.3942,5,4,3,8,2008,221,8,32
1527.0948,6,4,3,8,2008,221,8,32
1671.9192,7,4,3,8,2008,221,8,32
1726.4268,8,4,3,8,2008,221,8,32
1684.3554,9,4,3,8,2008,221,8,32
1639.9026,10,4,3,8,2008,221,8,32
1606.9158,11,4,3,8,2008,221,8,32
1579.221,12,4,3,8,2008,221,8,32
1548.1746,13,4,3,8,2008,221,8,32
1530.5346,14,4,3,8,2008,221,8,32
1511.748,15,4,3,8,2008,221,8,32
1502.1342,16,4,3,8,2008,221,8,32
1520.3034,17,4,3,8,2008,221,8,32
1563.8742,18,4,3,8,2008,221,8,32
1624.4676,19,4,3,8,2008,221,8,32
1666.539,20,4,3,8,2008,221,8,32
1648.7226,21,4,3,8,2008,221,8,32
1591.8336,22,4,3,8,2008,221,8,32
1508.8374,23,4,3,8,2008,221,8,32
1421.6076,0,5,3,8,2008,222,9,32
1358.28,1,5,3,8,2008,222,9,32
1332.4374,2,5,3,8,2008,222,9,32
1311.975,3,5,3,8,2008,222,9,32
1304.5662,4,5,3,8,2008,222,9,32
1334.9952,5,5,3,8,2008,222,9,32
1408.8186,6,5,3,8,2008,222,9,32
1534.1508,7,5,3,8,2008,222,9,32
1592.9802,8,5,3,8,2008,222,9,32
1599.948,9,5,3,8,2008,222,9,32
1602.3294,10,5,3,8,2008,222,9,32
1595.979,11,5,3,8,2008,222,9,32
1575.8694,12,5,3,8,2008,222,9,32
1547.469,13,5,3,8,2008,222,9,32
1536.7968,14,5,3,8,2008,222,9,32
1524.7134,15,5,3,8,2008,222,9,32
1509.8076,16,5,3,8,2008,222,9,32
1514.2176,17,5,3,8,2008,222,9,32
1524.8016,18,5,3,8,2008,222,9,32
1569.96,19,5,3,8,2008,222,9,32
1618.9992,20,5,3,8,2008,222,9,32
1603.5642,21,5,3,8,2008,222,9,32
1580.1912,22,5,3,8,2008,222,9,32
1516.158,23,5,3,8,2008,222,9,32
1430.9568,0,6,3,8,2008,223,10,32
1370.8044,1,6,3,8,2008,223,10,32
1335.348,2,6,3,8,2008,223,10,32
1317.4434,3,6,3,8,2008,223,10,32
1325.8224,4,6,3,8,2008,223,10,32
1332.1728,5,6,3,8,2008,223,10,32
1364.1012,6,6,3,8,2008,223,10,32
1406.5254,7,6,3,8,2008,223,10,32
1431.486,8,6,3,8,2008,223,10,32
1485.1998,9,6,3,8,2008,223,10,32
1480.0842,10,6,3,8,2008,223,10,32
1482.1128,11,6,3,8,2008,223,10,32
1445.0688,12,6,3,8,2008,223,10,32
1404.9378,13,6,3,8,2008,223,10,32
1379.1834,14,6,3,8,2008,223,10,32
1349.019,15,6,3,8,2008,223,10,32
1343.9916,16,6,3,8,2008,223,10,32
1353.9582,17,6,3,8,2008,223,10,32
1381.3002,18,6,3,8,2008,223,10,32
1430.7804,19,6,3,8,2008,223,10,32
1469.412,20,6,3,8,2008,223,10,32
1452.4776,21,6,3,8,2008,223,10,32
1423.6362,22,6,3,8,2008,223,10,32
1366.9236,23,6,3,8,2008,223,10,32
1312.1514,0,0,3,8,2008,224,11,33
1253.8512,1,0,3,8,2008,224,11,33
1229.5962,2,0,3,8,2008,224,11,33
1218.6594,3,0,3,8,2008,224,11,33
1208.2518,4,0,3,8,2008,224,11,33
1214.4258,5,0,3,8,2008,224,11,33
1243.179,6,0,3,8,2008,224,11,33
1278.1062,7,0,3,8,2008,224,11,33
1323.882,8,0,3,8,2008,224,11,33
1360.485,9,0,3,8,2008,224,11,33
1364.039332150623,10,0,3,8,2008,224,11,33
1346.373,11,0,3,8,2008,224,11,33
1324.4994,12,0,3,8,2008,224,11,33
1299.9798,13,0,3,8,2008,224,11,33
1280.3112,14,0,3,8,2008,224,11,33
1258.9668,15,0,3,8,2008,224,11,33
1257.9084,16,0,3,8,2008,224,11,33
1297.3338,17,0,3,8,2008,224,11,33
1364.9832,18,0,3,8,2008,224,11,33
1420.02,19,0,3,8,2008,224,11,33
1475.8506,20,0,3,8,2008,224,11,33
1491.2856,21,0,3,8,2008,224,11,33
1450.0962,22,0,3,8,2008,224,11,33
1412.1702,23,0,3,8,2008,224,11,33
1355.4576,0,1,3,8,2008,225,12,33
1295.7462,1,1,3,8,2008,225,12,33
1291.6008,2,1,3,8,2008,225,12,33
1288.8666,3,1,3,8,2008,225,12,33
1310.652,4,1,3,8,2008,225,12,33
1345.7556,5,1,3,8,2008,225,12,33
1440.5706,6,1,3,8,2008,225,12,33
1588.1292,7,1,3,8,2008,225,12,33
1642.1958,8,1,3,8,2008,225,12,33
1621.9098,9,1,3,8,2008,225,12,33
1601.1828,10,1,3,8,2008,225,12,33
1567.0494,11,1,3,8,2008,225,12,33
1533.8862,12,1,3,8,2008,225,12,33
1499.5764,13,1,3,8,2008,225,12,33
1469.7648,14,1,3,8,2008,225,12,33
1432.4562,15,1,3,8,2008,225,12,33
1399.2048,16,1,3,8,2008,225,12,33
1396.8234,17,1,3,8,2008,225,12,33
1418.7852,18,1,3,8,2008,225,12,33
1488.4632,19,1,3,8,2008,225,12,33
1582.1316,20,1,3,8,2008,225,12,33
1582.308,21,1,3,8,2008,225,12,33
1555.9362,22,1,3,8,2008,225,12,33
1481.1426,23,1,3,8,2008,225,12,33
1406.79,0,2,3,8,2008,226,13,33
1358.4564,1,2,3,8,2008,226,13,33
1332.0846,2,2,3,8,2008,226,13,33
1337.0238,3,2,3,8,2008,226,13,33
1353.7818,4,2,3,8,2008,226,13,33
1390.2084,5,2,3,8,2008,226,13,33
1489.9626,6,2,3,8,2008,226,13,33
1628.8776,7,2,3,8,2008,226,13,33
1678.887,8,2,3,8,2008,226,13,33
1631.0826,9,2,3,8,2008,226,13,33
1571.0184,10,2,3,8,2008,226,13,33
1518.804,11,2,3,8,2008,226,13,33
1482.8184,12,2,3,8,2008,226,13,33
1450.449,13,2,3,8,2008,226,13,33
