campaign_id,sender,subject_len,body_len,mean_paragraph_len,day_of_week,is_weekend,times_of_day,category,product,no_of_CTA,mean_CTA_len,is_image,is_personalised,is_quote,is_emoticons,is_discount,is_urgency,target_audience,click_rate,re_category
277,0,62,1514,89,3,0,2,2,11,0,22,0,0,1,0,0,0,12,0.1830985915492957,2
278,0,62,1526,90,3,0,2,2,11,0,22,1,0,1,0,0,0,12,0.4666666666666667,2
279,0,81,11111,57,3,0,2,2,11,4,35,2,0,1,0,0,0,16,0.0097220053100109,2
280,0,97,14811,20,2,0,2,6,26,5,36,2,0,0,0,0,0,4,0.003686129955688,6
281,0,72,7089,63,2,0,1,15,6,3,29,1,0,1,1,0,0,16,0.0019190174630589,15
282,0,85,11468,42,2,0,1,15,1,4,34,2,0,0,1,0,0,5,0.0070022242359337,15
283,0,77,11062,31,1,0,2,2,11,4,28,2,0,2,0,0,0,15,0.012603101286704,2
284,0,83,4945,58,1,0,2,2,11,2,29,0,0,2,0,0,1,14,0.0410557184750733,2
285,0,109,5767,33,2,0,2,2,11,3,25,0,0,0,0,0,0,14,0.2517605633802817,2
286,0,93,13358,22,0,0,2,6,26,5,36,0,0,0,0,0,0,0,0.0197322203396834,6
287,0,61,11967,28,2,0,0,10,42,5,30,1,0,2,2,0,0,12,0.1068376068376068,10
288,0,58,15387,38,0,0,2,2,11,5,20,0,0,0,0,0,0,1,0.0115168405507122,2
289,0,79,11068,31,5,1,1,2,11,4,28,2,0,2,0,0,0,2,0.0147922396491488,2
290,0,83,4901,55,5,1,0,2,11,2,17,0,0,2,0,0,0,14,0.043343653250774,2
291,0,84,6892,47,5,1,0,15,9,2,30,1,0,0,0,0,0,10,0.0059598398484061,15
292,0,66,15402,31,4,0,1,2,11,3,24,0,0,2,0,0,0,10,0.011970802919708,2
293,0,79,11068,31,4,0,2,2,11,4,28,2,0,2,0,0,0,4,0.0319435348904897,2
294,0,112,18871,13,3,0,2,15,13,10,33,2,0,0,1,0,1,12,0.0028926690268543,15
295,0,98,13358,22,4,0,2,6,26,5,36,0,0,0,0,0,0,5,0.0284352744030163,6
296,0,70,7752,23,3,0,2,10,42,0,31,1,0,1,0,0,0,12,0.150709219858156,10
297,0,79,16859,15,3,0,2,10,42,3,31,1,0,1,2,0,0,14,0.0413264455924012,10
298,0,103,24423,15,2,0,2,15,13,11,29,2,0,1,0,0,0,16,0.0039098493338314,15
299,0,83,22487,21,2,0,2,2,11,6,32,1,0,4,0,0,0,10,0.0239808153477218,2
300,0,83,23963,21,2,0,2,2,11,12,30,2,0,3,0,0,0,15,0.0039123180484437,2
301,0,70,17473,18,2,0,1,10,42,7,27,0,0,1,1,0,0,12,0.002615518744551,10
302,0,86,22487,21,1,0,2,2,11,6,32,1,0,4,0,0,0,10,0.0124571784490812,2
303,0,86,23979,21,1,0,2,2,11,12,29,2,0,4,0,0,0,16,0.0038162007217972,2
304,0,84,4901,55,1,0,2,2,11,2,17,0,0,2,0,0,0,14,0.0737179487179487,2
305,0,103,24423,15,0,0,2,15,13,11,29,2,0,1,0,0,0,5,0.0035273368606701,15
306,0,90,31389,12,5,1,1,2,11,15,18,1,0,1,1,0,0,10,0.0084745762711864,2
307,0,83,4903,55,5,1,1,2,11,2,17,0,0,2,0,0,0,14,0.092526690391459,2
308,0,104,13751,47,5,1,1,15,9,3,32,0,0,0,0,0,0,16,0.0073331367344932,15
309,6,83,6502,129,3,0,2,15,9,3,28,1,0,0,0,0,0,15,0.0080683530251367,15
310,0,87,31383,12,3,0,2,2,11,16,18,1,0,1,0,0,0,16,0.004019651630192,2
311,0,92,13759,32,2,0,2,15,9,4,30,1,0,1,0,0,0,16,0.0083763538819718,15
312,0,93,11378,41,2,0,2,2,11,5,28,0,0,1,0,0,0,15,0.0020805825631176,2
313,0,83,4903,55,1,0,2,2,11,2,17,0,0,2,0,0,0,14,0.0619469026548672,2
314,0,113,10815,51,1,0,2,15,9,3,35,1,0,0,1,0,0,16,0.0035244284929026,15
315,0,72,11378,41,1,0,2,2,11,5,28,0,0,1,0,0,0,16,0.0044906496062992,2
316,0,98,10815,51,1,0,2,15,9,3,35,1,0,0,1,0,0,15,0.0034879151110237,15
317,0,72,12840,35,1,0,1,2,11,5,27,0,0,1,0,0,0,11,0.0065276518585675,2
318,0,65,12087,31,2,0,1,10,42,5,31,0,0,2,2,0,0,12,0.101026045777427,10
319,0,80,19716,25,5,1,2,15,9,10,21,1,0,1,0,0,0,16,0.0131367292225201,15
320,0,97,14333,53,6,1,1,2,11,4,25,1,0,6,0,0,0,10,0.0235602094240837,2
321,0,79,8851,40,4,0,2,15,9,3,31,1,0,0,0,0,0,16,0.0022750305060908,15
322,6,83,6456,125,5,1,2,15,9,3,33,1,0,0,0,0,0,15,0.0074787679046773,15
323,0,81,11378,41,0,0,2,2,11,6,28,0,0,1,0,0,0,1,0.0061383740876526,2
324,0,97,12874,60,4,0,1,2,11,7,27,2,0,6,0,0,0,16,0.0032387759660486,2
325,0,72,8993,61,3,0,2,15,9,2,30,0,0,0,0,0,0,12,0.0091286307053941,15
326,0,88,9951,44,3,0,2,15,9,4,27,1,0,0,0,0,0,16,0.0047666673759921,15
327,0,97,12876,60,3,0,2,2,11,7,27,2,0,6,0,0,0,16,0.0057844214541911,2
328,0,71,10720,45,2,0,2,15,9,4,27,1,0,1,0,0,0,13,0.0080070364866094,15
329,0,94,9956,78,2,0,2,2,11,5,27,2,0,1,0,0,0,15,0.004309564335639,2
330,0,73,7783,34,1,0,2,2,11,2,24,1,0,3,0,0,0,14,0.0625,2
331,0,57,10296,32,1,0,2,15,9,3,25,2,0,1,0,0,0,9,0.0029233605478008,15
332,0,77,17347,15,2,0,1,10,42,7,28,0,0,1,0,0,0,12,0.0088901432300853,10
333,0,84,16981,16,2,0,2,10,42,0,31,1,0,1,0,0,0,14,0.0237221659919028,10
334,0,86,11375,65,1,0,1,2,11,4,27,2,0,1,0,0,0,10,0.0350809560524286,2
335,0,44,5427,65,0,0,2,15,9,1,32,0,0,0,0,0,0,12,0.0046447681331747,15
336,0,161,6569,126,0,0,2,2,11,5,21,2,0,1,0,0,0,1,0.0051628122824657,2
337,0,92,9400,57,6,1,2,15,9,4,20,0,0,0,0,0,0,12,0.0016370734164462,15
338,0,84,12641,41,5,1,1,2,11,5,29,2,0,1,0,0,0,10,0.0351170568561872,2
339,0,92,9403,57,4,0,2,15,9,4,21,0,0,0,0,0,0,10,0.0025053118954745,15
340,0,83,11196,48,4,0,1,2,11,6,31,2,0,1,0,0,0,16,0.0069759439421903,2
341,0,91,9222,38,3,0,2,15,9,4,37,0,0,0,0,0,0,16,0.0107031567538273,15
342,0,62,1545,91,3,0,2,2,11,0,22,1,1,1,0,0,0,12,0.5263157894736842,2
343,0,57,5703,78,2,0,2,15,9,2,36,0,0,1,0,0,0,12,0.0034686279851085,15
344,0,83,11196,48,3,0,2,2,11,6,31,2,0,1,0,0,0,16,0.0095472953100608,2
345,0,85,17600,19,5,1,1,10,42,7,31,2,0,1,1,0,0,12,0.0053392054538324,10
346,0,86,6002,95,2,0,2,2,11,4,42,2,0,0,0,0,0,15,0.010196993003523,2
347,0,80,3413,52,2,0,1,6,10,2,13,1,0,0,0,0,0,12,0.0308451573103022,6
348,0,57,5703,78,1,0,2,15,9,2,36,0,0,1,0,0,0,9,0.0079254365121947,15
349,0,87,7597,79,1,0,1,2,11,4,30,2,0,0,0,0,0,10,0.0496246872393661,2
350,0,96,23563,23,1,0,2,15,13,10,29,1,0,1,0,0,0,12,0.0041246225233851,15
351,0,62,1554,94,6,1,2,2,11,0,22,0,0,1,0,0,0,12,0.4285714285714285,2
352,0,74,14927,30,4,0,1,2,11,5,30,0,0,1,0,0,0,11,0.007271487814577,2
353,0,55,7473,74,4,0,1,15,9,3,28,2,0,1,0,0,0,10,0.0055456253723818,15
354,0,94,11795,35,1,0,2,2,11,4,27,2,0,2,0,0,0,5,0.117798353909465,2
355,0,74,14927,30,4,0,1,2,11,5,30,0,0,1,0,0,0,10,0.0255670789196384,2
356,0,167,11795,35,1,0,2,2,11,4,27,2,0,2,0,0,0,12,0.0128107261695047,2
357,0,42,7138,61,5,1,0,6,10,3,28,2,0,0,0,0,0,14,0.1147540983606557,6
358,0,61,7138,61,3,0,2,6,10,3,28,2,0,0,0,0,0,14,0.0047746837207681,6
359,0,89,10674,46,5,1,1,2,11,4,27,0,0,2,0,0,0,10,0.0237055643317601,2
360,0,82,15605,34,5,1,1,15,9,7,31,0,0,1,2,0,0,15,0.0045134621829963,15
361,0,71,9945,90,5,1,2,15,9,3,39,1,0,0,0,0,0,16,0.0042823801468856,15
362,0,67,9010,45,4,0,1,15,9,4,26,0,0,1,0,0,0,12,0.0392287234042553,15
363,0,85,12383,33,3,0,2,15,9,4,30,1,0,1,0,0,0,16,0.0037221213113777,15
364,0,76,14908,34,3,0,2,15,9,4,16,1,0,2,1,0,0,12,0.0056138690527402,15
365,0,85,12383,33,2,0,2,15,9,4,30,1,0,1,0,0,0,16,0.0063303553915012,15
366,0,118,29451,13,3,0,1,1,5,10,29,2,0,2,0,0,0,10,0.0077925396014307,1
367,0,93,23028,21,1,0,2,15,9,10,25,0,0,1,0,0,0,12,0.0062528754862185,15
368,0,93,23028,21,2,0,1,15,9,10,25,0,0,1,0,0,0,12,0.0054920913884007,15
369,0,93,23028,21,2,0,0,15,9,10,25,0,0,1,0,0,0,12,0.0066740823136818,15
370,1,100,33099,13,4,0,2,1,5,15,27,0,0,0,0,0,0,10,0.0091259761031141,1
371,0,76,19716,25,6,1,1,15,9,10,21,1,0,1,0,0,0,12,0.0065049343937267,15
372,0,80,19716,25,4,0,1,15,9,10,21,1,0,1,0,0,0,10,0.0102877590577009,15
373,0,91,9648,34,4,0,1,15,9,4,26,0,0,0,0,0,0,15,0.0048373502070532,15
374,0,68,2944,43,4,0,2,9,34,2,43,1,0,0,0,0,0,12,0.1255411255411255,9
375,0,79,6064,95,3,0,2,15,9,3,19,0,0,0,0,0,0,15,0.0025222354971458,15
376,0,93,7990,51,6,1,1,15,9,3,29,1,0,0,0,0,0,12,0.0102628370139547,15
377,0,80,19716,25,3,0,2,15,9,10,20,1,0,1,0,0,0,12,0.0222965440356744,15
378,0,80,19716,25,3,0,1,15,9,10,20,1,0,1,0,0,0,12,0.0209895052473763,15
379,0,80,19716,25,4,0,0,15,9,10,20,1,0,1,0,0,0,12,0.0138408304498269,15
380,0,47,6987,51,5,1,0,6,10,3,15,2,0,0,0,0,0,14,0.0525362318840579,6
381,0,85,23246,12,2,0,1,1,5,2,21,1,0,2,0,0,0,10,0.0088633183019748,1
382,0,85,26483,10,2,0,1,1,5,13,29,1,0,3,0,0,0,13,0.0104166666666666,1
383,0,85,26483,10,2,0,1,1,5,13,29,1,0,3,0,0,0,16,0.0063151247237132,1
384,0,95,19716,25,2,0,2,15,9,10,20,1,0,1,0,0,0,7,0.0068042470465081,15
385,0,99,20663,16,2,0,2,15,13,10,30,0,0,5,1,1,1,12,0.0100358124427417,15
386,0,102,24438,16,1,0,2,15,13,11,27,2,0,2,0,1,0,16,0.0049370838291515,15
387,0,86,21258,19,0,0,2,15,13,11,27,2,0,2,0,1,0,12,0.0054745202835615,15
388,0,73,11243,24,5,1,0,10,42,0,31,1,0,2,0,0,0,12,0.0864197530864197,10
389,0,82,4645,19,4,0,2,9,34,0,24,1,0,1,0,0,0,12,0.0679012345679012,9
390,0,78,9603,33,4,0,2,15,9,4,26,0,0,0,0,0,0,10,0.0076185101580135,15
391,0,103,13971,24,4,0,1,1,5,3,20,0,0,2,0,0,0,13,0.0124139792200782,1
392,0,103,13962,24,4,0,1,1,5,2,16,0,0,2,0,0,0,10,0.0079693034238488,1
393,0,103,13971,24,4,0,1,1,5,3,20,0,0,2,0,0,0,16,0.0067876874506708,1
394,0,69,3708,108,3,0,2,6,10,2,42,2,0,0,0,0,0,12,0.0232408005164622,6
395,0,99,17902,26,3,0,2,1,5,1,19,0,0,1,0,0,0,10,0.0047569496060651,1
396,0,80,22611,19,2,0,2,1,5,4,30,2,0,2,0,0,0,11,0.0020674826331458,1
397,0,78,9603,33,3,0,2,15,9,4,26,0,0,0,0,0,0,13,0.0098069738480697,15
398,0,97,5164,74,2,0,2,15,9,1,32,1,0,0,2,0,0,10,0.0073248407643312,15
399,0,74,9477,20,2,0,1,1,5,3,15,0,0,3,0,0,0,14,0.0498261877172653,1
400,0,78,11475,25,3,0,2,10,42,0,25,1,0,0,0,0,0,14,0.0916666666666666,10
401,0,101,17546,19,1,0,2,1,5,2,21,2,0,1,0,0,0,10,0.0075858991521642,1
402,0,89,13488,38,1,0,1,1,5,4,27,1,0,0,0,0,0,16,0.0011524056467876,1
403,0,89,17821,25,0,0,2,1,5,3,30,0,0,1,0,0,0,7,0.0075937974612341,1
404,0,101,22617,19,1,0,2,1,5,4,30,2,0,2,0,0,0,16,0.0040373577196225,1
405,0,89,17821,25,0,0,2,1,5,3,30,0,0,1,0,0,0,1,0.0037736997474055,1
406,0,92,7914,29,2,0,2,1,5,0,34,1,0,0,0,0,0,14,0.0149900456727954,1
407,0,75,9560,22,5,1,1,1,5,4,17,0,0,1,0,0,0,12,0.0459610027855153,1
408,0,81,16515,14,2,0,2,1,5,0,31,1,0,0,0,0,0,14,0.009840515778758,1
409,0,82,18101,16,5,1,2,1,5,5,21,2,0,0,0,0,0,12,0.0088001609172282,1
410,0,64,12089,40,4,0,1,10,42,4,28,1,0,0,0,0,0,12,0.0100626778854378,10
411,0,66,13610,40,4,0,2,15,31,3,37,0,0,1,1,0,1,12,0.0028523963263642,15
412,0,100,17716,26,2,0,2,1,5,4,27,0,0,4,0,0,0,15,0.0019991318056158,1
413,0,81,14057,46,2,0,2,15,1,4,30,0,0,0,3,0,1,16,0.0089211039866183,15
414,0,62,9428,18,3,0,1,1,5,3,15,0,0,2,0,0,0,14,0.0295652173913043,1
415,0,91,12152,39,1,0,2,15,31,4,33,0,0,1,0,0,0,11,0.0054489457474532,15
416,0,64,12095,41,3,0,1,1,5,4,29,1,0,0,0,0,0,16,0.0088995079879119,1
417,0,90,13689,35,1,0,2,15,1,4,26,1,0,1,0,0,0,11,0.005512492474413,15
418,0,100,17737,27,1,0,1,1,5,1,26,0,0,2,0,0,0,10,0.0103248259860788,1
419,0,90,13689,35,1,0,2,15,1,4,26,1,0,1,0,0,0,15,0.0017472798030339,15
420,0,91,12152,39,1,0,2,15,31,4,33,0,0,1,0,0,0,15,0.0018796992481203,15
421,0,82,15605,34,4,0,2,15,9,7,31,0,0,1,2,0,0,15,0.0051217065314958,15
422,0,83,17933,29,0,0,2,10,42,4,32,0,0,1,1,0,0,12,0.0122076036994994,10
423,0,179,30541,12,0,0,2,1,5,17,17,1,0,0,0,0,0,1,0.0017787638547534,1
424,0,77,40968,11,0,0,2,1,5,23,15,1,0,0,0,0,0,1,0.0044175253342416,1
425,0,76,12158,39,0,0,2,15,31,4,33,0,0,1,3,0,0,5,0.0036593175372792,15
426,0,89,13689,35,0,0,2,15,1,4,26,1,0,1,3,0,0,5,0.0047466112501771,15
427,0,72,9572,22,5,1,1,1,5,4,17,0,0,1,0,0,0,12,0.036,1
428,6,83,6441,125,4,0,2,15,9,3,28,1,0,0,0,0,0,15,0.012607263410468,15
429,0,177,17933,29,4,0,1,10,42,4,32,0,0,1,1,0,0,12,0.0111844154373248,10
430,0,120,29519,14,3,0,1,1,5,11,31,2,0,3,1,0,0,16,0.0055334268772914,1
431,0,50,7304,65,3,0,1,6,10,5,37,2,0,0,0,0,0,4,0.0583554376657825,6
432,0,103,15855,24,2,0,2,15,9,6,30,0,0,0,0,0,0,12,0.0032746908204145,15
433,0,95,12372,22,3,0,2,15,9,2,16,0,0,0,0,0,1,12,0.0090092350933547,15
434,0,54,9395,18,2,0,1,1,5,3,15,0,0,2,0,0,0,14,0.0508849557522123,1
435,0,82,23587,14,2,0,1,1,5,11,28,0,0,2,0,0,0,11,0.0021886897146996,1
436,0,53,7156,57,2,0,2,6,10,4,15,0,0,0,0,0,0,4,0.0012127652202035,6
437,0,45,8997,33,2,0,2,1,5,1,14,0,0,0,0,0,0,12,0.1608391608391608,1
438,0,67,4084,103,1,0,2,6,26,0,0,1,0,0,0,0,0,10,0.0,6
439,0,67,4863,166,1,0,2,6,26,0,0,1,0,0,0,0,0,10,0.0,6
440,0,97,23587,14,1,0,1,1,5,11,28,0,0,2,0,0,0,16,0.0035119519655602,1
441,0,97,23587,14,0,0,2,1,5,11,28,0,0,2,0,0,0,1,0.0022033448367401,1
442,0,72,12456,20,5,1,1,1,5,4,16,0,0,1,0,0,0,12,0.0424242424242424,1
443,0,89,5750,32,5,1,1,1,5,3,23,2,0,0,0,0,0,12,0.1441441441441441,1
444,0,86,14596,17,5,1,1,9,34,0,31,1,0,1,0,0,0,12,0.0665251238499646,9
445,0,95,14670,19,5,1,1,9,34,0,31,0,0,1,0,0,0,12,0.0848656294200848,9
446,0,97,14775,20,5,1,0,9,34,0,31,1,0,1,0,0,0,12,0.0840989399293286,9
447,0,71,7478,70,5,1,2,6,26,3,17,0,0,0,0,0,0,14,0.0986223118279569,6
448,0,98,17466,16,5,1,0,9,34,0,29,1,0,0,0,0,0,12,0.1257950530035335,9
449,0,82,7173,25,6,1,0,1,5,3,22,2,0,0,0,0,0,12,0.1907356948228883,1
450,0,86,31535,11,4,0,1,1,5,1,32,1,0,1,0,0,0,10,0.0081531371853952,1
451,0,89,5750,32,4,0,1,1,5,3,23,2,0,0,0,0,0,12,0.1193029490616622,1
452,0,83,8993,61,4,0,2,15,9,2,30,0,0,0,0,0,0,12,0.0017568076295645,15
453,0,83,9471,28,4,0,1,15,9,3,33,2,0,0,0,0,1,10,0.0221752903907074,15
454,0,89,9684,21,4,0,0,6,26,3,36,0,0,1,0,0,0,14,0.1696026542380914,6
455,0,91,12343,23,4,0,1,1,5,4,23,2,0,0,0,0,0,12,0.0129789864029666,1
456,0,55,11039,38,1,0,2,15,9,3,27,1,0,2,0,0,0,16,0.0114937069579672,15
457,0,159,11617,20,3,0,2,6,26,6,46,1,0,0,0,0,0,12,0.0252697592917089,6
458,0,168,25997,12,3,0,2,1,5,7,30,2,0,0,0,0,0,16,0.0059317393684979,1
459,0,94,20375,18,3,0,1,6,26,7,36,1,0,0,2,0,0,12,0.0727245687091017,6
460,0,56,14559,22,1,0,2,15,9,2,25,1,0,0,0,0,0,15,0.0032793342852922,15
461,0,54,10820,18,2,0,2,1,5,3,15,0,0,2,0,0,0,14,0.0771604938271604,1
462,0,67,8979,45,2,0,1,15,9,4,31,2,0,0,0,0,0,12,0.0495049504950495,15
463,0,93,11396,40,2,0,2,15,9,4,33,1,0,2,0,0,0,12,0.0443925233644859,15
464,0,103,30674,14,1,0,2,1,5,16,15,1,0,1,0,0,0,16,0.0037497920982203,1
465,0,84,10083,38,1,0,2,6,26,4,21,1,0,1,0,0,0,12,0.1206475259621258,6
466,0,88,33120,13,1,0,2,1,5,0,24,1,0,1,0,0,0,10,0.0090072449579009,1
467,0,115,24950,20,1,0,2,15,13,9,34,1,0,0,0,0,1,5,0.0040764281988369,15
468,0,95,16376,23,1,0,2,9,34,4,23,0,0,0,0,0,0,12,0.0073884822538323,9
469,0,107,18887,17,1,0,1,6,26,7,38,1,0,0,0,0,0,12,0.0063564131668558,6
470,0,112,16133,27,0,0,2,6,26,12,22,2,0,1,0,0,0,4,0.0120357189077261,6
471,0,88,7491,33,1,0,2,1,5,4,22,0,0,0,0,0,0,10,0.021379980563654,1
472,0,179,30693,14,0,0,2,1,5,16,16,1,0,1,0,0,0,7,0.0035721886115586,1
473,0,109,15697,21,0,0,2,15,9,6,27,0,0,0,0,0,0,10,0.0073535608933839,15
474,0,211,30693,14,0,0,2,1,5,16,16,1,0,1,0,0,0,1,0.0025581369705924,1
475,0,121,25252,13,0,0,2,6,26,15,43,0,0,2,0,0,0,16,0.024515393386545,6
476,0,92,8809,38,2,0,1,15,9,4,28,2,0,0,0,0,0,12,0.09375,15
477,0,107,17438,19,6,1,1,6,26,7,38,1,0,0,0,0,0,12,0.077473608874575,6
478,0,112,16133,27,6,1,1,6,26,12,22,2,0,1,0,0,0,12,0.0089074661285673,6
479,0,67,8979,45,5,1,1,15,9,4,31,2,0,0,0,0,0,12,0.0389357560025957,15
480,1,91,32475,12,4,0,1,1,5,2,32,1,0,0,0,0,0,10,0.0079943151536685,1
481,0,75,9045,30,5,1,1,6,26,1,28,2,0,0,0,0,0,14,0.1163954943679599,6
482,0,69,7505,71,3,0,2,15,9,2,30,0,0,0,0,0,0,10,0.040627687016337,15
483,0,97,7803,29,4,0,2,15,9,1,39,2,0,0,0,0,1,10,0.0238510762070971,15
484,0,105,10968,30,4,0,2,15,9,3,31,1,0,0,0,0,0,13,0.0176483564968012,15
485,1,81,32520,12,3,0,1,1,5,10,31,0,0,0,0,0,0,16,0.0051907205524156,1
486,0,91,5036,43,2,0,2,15,9,2,20,0,0,0,0,0,0,15,0.0134333565945568,15
487,0,69,7505,71,2,0,2,15,9,2,30,0,0,0,0,0,0,16,0.0242549143944197,15
488,0,115,18561,17,1,0,1,1,5,5,22,1,0,2,0,0,0,10,0.0162700013446282,1
489,0,93,11556,44,1,0,2,15,9,4,37,0,0,1,0,0,0,13,0.0199335548172757,15
490,0,68,7967,20,0,0,2,1,5,3,15,0,0,2,0,0,0,14,0.0384615384615384,1
491,0,82,8392,39,1,0,2,15,9,3,25,2,0,0,0,0,0,10,0.031578947368421,15
492,0,202,28197,11,1,0,1,1,5,10,29,0,0,2,0,0,0,4,0.0099923136049192,1
493,0,87,8992,35,0,0,2,1,5,4,22,1,0,0,2,0,0,1,0.0029204116929881,1
494,0,78,10410,25,5,1,1,6,26,1,28,0,0,0,0,0,0,14,0.1693363844393592,6
495,0,72,9568,22,5,1,1,1,5,4,16,0,0,1,0,0,0,12,0.0109890109890109,1
496,0,94,5735,44,4,0,2,15,9,2,20,0,0,0,0,0,0,6,0.0119416620444386,15
497,0,86,17295,20,4,0,2,10,42,3,21,0,0,2,0,0,0,12,0.0564971751412429,10
498,0,82,22704,11,4,0,2,1,5,2,31,0,0,1,0,0,0,16,0.0039634089073388,1
499,0,109,5749,66,4,0,2,15,9,3,25,0,0,0,0,0,0,7,0.0095212519225604,15
500,0,122,14500,13,3,0,2,10,42,0,31,1,0,0,0,0,0,14,0.1796875,10
501,0,120,16207,17,3,0,2,1,5,5,33,0,0,1,0,0,0,16,0.0088489103407927,1
502,0,109,5749,66,3,0,2,15,9,3,25,0,0,0,0,0,0,7,0.0035243292405638,15
503,0,57,11765,20,3,0,2,15,9,3,35,0,0,0,0,0,0,13,0.034927866362946,15
504,0,126,14561,15,3,0,2,10,42,0,31,0,0,0,0,0,0,14,0.0070643642072213,10
505,0,92,13141,21,2,0,2,1,5,4,29,2,0,1,1,0,0,12,0.0032175332245278,1
506,0,92,13191,22,1,0,2,1,5,4,34,2,0,1,1,0,0,12,0.0050065153281667,1
507,0,62,13015,28,2,0,2,10,42,2,30,1,0,0,0,0,0,12,0.007789482181055,10
508,0,91,9016,17,1,0,1,9,34,4,24,2,0,0,0,0,0,12,0.0093281148075668,9
509,6,85,2051,176,2,0,2,9,34,0,10,1,1,0,0,0,0,12,0.0707964601769911,9
510,0,97,15451,31,3,0,1,6,26,14,17,1,0,1,0,0,0,13,0.0098961468994581,6
511,0,94,12255,13,6,1,2,6,23,3,21,3,0,0,0,0,0,14,0.0450729120636323,6
512,0,123,10006,55,4,0,1,6,23,4,25,2,0,1,0,0,1,14,0.0098235833984839,6
513,0,98,14975,23,3,0,2,6,26,6,36,2,0,0,0,0,0,12,0.0086705202312138,6
514,0,114,26423,14,3,0,2,1,5,7,38,2,0,2,0,0,0,16,0.0020280939658591,1
515,0,98,14975,23,3,0,1,6,26,6,36,2,0,0,0,0,0,12,0.0378389596015495,6
516,0,111,29263,13,2,0,2,1,5,6,35,2,0,2,0,0,0,10,0.01,1
517,0,109,15826,23,2,0,2,15,9,6,36,0,0,0,0,0,0,12,0.0264930399640772,15
518,0,103,20545,17,2,0,1,6,26,4,32,1,0,0,0,0,0,12,0.0434782608695652,6
519,0,103,20545,17,1,0,2,6,26,4,32,1,0,0,0,0,0,12,0.009009009009009,6
520,0,101,9547,27,0,0,2,1,5,6,21,0,0,0,1,0,0,10,0.0143960214631592,1
521,0,64,9760,25,5,1,1,6,23,3,26,0,0,1,0,0,0,14,0.0263599565603712,6
522,0,122,14857,27,4,0,1,6,23,4,26,2,0,3,0,0,0,12,0.021315850163081,6
523,6,102,26787,17,2,0,1,6,26,4,30,1,0,0,0,0,0,12,0.0068965517241379,6
524,0,88,30373,12,3,0,2,1,5,10,28,1,0,2,0,0,0,16,0.006609760025769,1
525,0,96,21952,13,0,0,2,15,13,9,32,0,0,0,0,0,0,12,0.0040964896045406,15
526,0,86,21252,21,4,0,2,15,13,5,32,1,0,1,0,1,0,12,0.0027818093855829,15
527,0,72,9565,22,5,1,1,1,5,4,16,0,0,1,0,0,0,12,0.0492957746478873,1
528,0,108,19050,23,3,0,2,1,5,6,29,2,0,2,0,0,0,12,0.0054841460457038,1
529,0,131,21778,17,2,0,2,6,23,6,23,0,0,1,0,0,0,12,0.0075086014976725,6
530,0,102,26787,17,1,0,2,6,26,4,30,1,0,0,0,0,0,12,0.0062111801242236,6
531,0,127,19039,22,1,0,2,1,5,7,29,2,0,2,0,0,0,12,0.0041083825765217,1
532,6,102,26787,17,0,0,2,6,26,4,30,1,0,0,0,0,0,12,0.0099162011173184,6
533,0,117,15689,35,2,0,2,6,23,4,25,0,0,4,0,0,0,12,0.0051818397908248,6
534,0,107,12465,23,1,0,2,15,9,2,29,0,0,0,0,0,0,15,0.0091488657062427,15
535,0,105,15689,35,1,0,2,6,23,4,25,0,0,4,0,0,0,12,0.0079597116135253,6
536,0,94,13651,29,0,0,2,15,9,3,36,1,0,0,1,0,1,12,0.006953560151843,15
537,0,102,11422,39,0,0,2,15,9,4,31,0,0,1,0,0,0,12,0.0107751511819681,15
538,0,53,7037,61,4,0,1,6,10,3,21,1,0,0,0,0,0,12,0.0040357041116703,6
539,0,93,8504,43,1,0,2,15,9,3,39,0,0,2,0,0,0,12,0.0143666798471068,15
540,0,93,8504,43,0,0,2,15,9,3,39,0,0,2,0,0,0,12,0.0074848272905714,15
541,0,75,14276,16,4,0,2,15,9,6,24,0,0,0,0,0,0,12,0.0025414904484373,15
542,0,115,21465,21,2,0,2,15,13,9,28,0,0,1,0,0,1,16,0.0094603709949409,15
543,0,87,10766,44,1,0,2,15,9,2,39,0,0,3,0,0,0,12,0.0075905606493311,15
544,0,96,12357,25,3,0,1,15,6,4,35,0,0,0,0,0,1,16,0.0167944505293902,15
545,0,90,12394,26,3,0,1,15,31,4,41,0,0,0,0,0,1,16,0.0105906313645621,15
546,0,102,12369,26,3,0,1,15,12,4,37,0,0,0,0,0,1,16,0.0091169575410263,15
547,0,103,12371,26,3,0,1,15,1,3,38,0,0,0,0,0,1,16,0.008202232082829,15
548,0,111,11470,42,2,0,2,15,1,4,35,2,0,0,0,0,1,15,0.0047520661157024,15
549,0,98,16151,33,2,0,2,15,31,3,33,0,0,2,0,0,1,15,0.0060352586161257,15
550,0,110,20118,18,2,0,2,15,12,7,27,2,0,0,0,0,1,15,0.0072908439151831,15
551,0,87,15891,23,4,0,2,1,5,2,18,0,0,2,0,0,0,12,0.014454664914586,1
552,0,85,13065,29,0,0,2,1,5,3,33,1,0,2,0,0,0,1,0.0015564925485823,1
553,0,122,20119,18,1,0,2,15,12,7,27,2,0,0,0,0,1,16,0.0049051555586046,15
554,0,91,13096,31,2,0,1,1,5,1,30,0,0,2,0,0,0,10,0.0101676774884052,1
